0,10.53940964,11.01898766,10.84485054,10.9176178,12.46223545,12.65589237,13.42648888,13.57883644,13.81257629,14.30220413,13.6022625,14.06607628,14.49046326,14.64479256,14.77396011,14.04828167,14.63136482,14.926548,16.00963211,16.4462719,16.33201218,16.35513496,17.95458794,18.48866653,17.42001724,17.62844086,18.27131653,17.46561432,17.10822678,16.95025444,17.06124115,16.3813839,16.43975258,15.90183544,14.46346188,14.70475483,14.14893246,14.59378052,13.17339325,13.40127182,12.76836205,11.62776279,11.29201317,11.30061626,10.91940117,11.15112019,12.45535946,14.05141163
10.53940964,0,0.5585,0.7395,0.50225,3.088,2.292,3.066,3.144,3.336,4.372,3.76,4.42,5.196,4.963750236,5.114732857,4.732,5.513096623,5.77082834,7.059349591,7.729329359,7.675616349,7.366744322,9.130100119,9.897722471,8.736950574,9.060486114,9.790815823,9.210919561,8.891780751,8.62750537,9.120489878,8.55112237,8.540518894,7.617934281,6.121437293,6.551268275,6.016748402,7.367481211,5.317610302,5.068,4.936,3.424,3.032,3.032,0.50225,0.755648761,3.088,4.732
11.01898766,0.5585,0,0.30075,0.315262287,2.724,1.929,2.702,2.78,2.972,4.008,3.396,4.056,4.832,4.436,4.436,4.368,4.95613131,5.203233377,6.485305344,7.163041774,7.115601182,6.785164176,8.540348689,9.311575794,8.15785835,8.484809472,9.211633923,8.656579132,8.346654919,8.078298917,8.595218861,8.050049888,8.032912378,7.095502789,5.641107259,6.077786808,5.568592661,6.972147778,4.947851293,5.588,5.456,3.946,3.552,3.552,0.315852291,0.370015889,2.724,4.368
10.84485054,0.7395,0.30075,0,0.424,2.904,2.11,2.884,2.962,3.152,4.188,3.578,4.236,5.012,4.616,4.616,4.548,5.111143489,5.366738244,6.654554405,7.325549192,7.273126848,6.962083769,8.729535584,9.494217138,8.332063264,8.655613955,9.385928297,8.809952769,8.493526559,8.227972821,8.729263176,8.169695895,8.156313467,7.22759465,5.748532398,6.181683019,5.658986883,7.037431388,4.999884059,5.768,5.636,4.128,3.734,3.734,0.424,0.519344581,2.904,4.548
10.9176178,0.50225,0.315262287,0.424,0,2.772,1.977,2.75,2.828,3.02,4.056,3.446,4.104,4.88,4.484,4.484,4.416,5.224267556,5.460600728,6.733348063,7.420286338,7.379224676,7.020272999,8.748399131,9.53420142,8.396915209,8.729313128,9.450079472,8.924434346,8.621562682,8.350409109,8.88158316,8.34661941,8.327122443,7.383846664,5.94482248,6.382920997,5.87866719,7.286837723,5.263099129,5.568,5.436,3.928,3.534,3.534,0.002603391,0.27375,2.772,4.416
12.46223545,3.088,2.724,2.904,2.772,0,1.987,2.842,2.92,3.112,4.148,3.536,3.564,4.34,3.944,3.944,2.01,3.23,3.032,4.464,5.2166914,5.173386123,4.849431238,6.648825157,7.390456391,6.216920688,6.539892307,7.270757724,6.719169617,6.421703099,6.147777301,6.705239695,6.216863735,6.184058488,5.2173166,6.004,6.004,6.5,5.464685483,7.4,5.704,7.668,6.22,5.824,5.824,2.772,2.498,0.009599666,2.01
12.65589237,2.292,1.929,2.11,1.977,1.987,0,0.9565,1.034,1.226,2.262,1.651,2.31,3.084,2.69,2.69,3.63,4.006,3.81,5.322855835,6.070333071,6.094274911,5.493551946,7.008335052,7.869833693,6.865588284,7.234102443,7.895324721,7.641226479,7.424941189,7.128329582,7.827851759,7.474068173,7.412919638,6.407181948,5.333061309,5.779401365,5.455507197,7.037012994,5.275144828,6.48,6.936,5.424,5.032,5.032,1.977,1.703,1.987,3.63
13.42648888,3.066,2.702,2.884,2.75,2.842,0.9565,0,0.19240443,0.488255613,1.305,1.091,1.751,2.526,2.13,2.13,3.306,3.446,3.25,4.684,5.471946972,5.528309979,4.816820345,6.206042281,7.095363689,6.163329974,6.544520658,7.170692501,7.047494893,6.876045949,6.572266997,7.34040835,7.079209124,6.999517979,5.987229059,5.130621329,5.561981104,5.337712825,6.942524573,5.364164416,5.92,7.708,6.196,5.804,5.804,2.75,2.478,2.842,3.306
13.57883644,3.144,2.78,2.962,2.828,2.92,1.034,0.19240443,0,0.295858666,1.227,1.169,1.829,2.604,2.208,2.208,3.384,3.524,3.328,4.76,5.31925499,5.38135852,5.188,6.020744926,6.913318007,5.99232227,6.375231397,6.99563655,6.893712021,6.730296776,6.425597985,7.205197676,6.961554737,6.878479672,5.866685065,5.055392842,5.482304928,5.278957719,6.884133458,5.347933958,6,7.788,6.276,5.884,5.884,2.828,2.556,2.92,3.384
13.81257629,3.336,2.972,3.152,3.02,3.112,1.226,0.488255613,0.295858666,0,1.418,1.361,2.02,2.794,2.4,2.4,3.574,3.716,3.52,4.952,5.087571457,5.158954781,5.38,5.735785084,6.633401866,5.730401141,6.115918942,6.72685686,6.659066173,6.50863699,6.202686805,7.000044618,6.784572378,6.696191157,5.68633331,4.948919587,5.36781125,5.197964999,6.800750474,5.333080475,6.192,7.976,6.468,6.072,6.072,3.02,2.746,3.112,3.574
