42.4593,-73.1903
42.13771583,-73.069409
42.0912645,-73.0759985
42.09055717,-73.075755
42.08931983,-73.07474683
42.09379583,-73.07546683
42.09384717,-73.07752967
42.0930765,-73.07808817
42.09894767,-73.1004645
42.10537017,-73.09143967
42.10210117,-73.0993335
42.11460367,-73.12081883
42.14959367,-73.13624333
42.09226883,-73.12608483
42.0829505,-73.1338645
42.08082883,-73.13283067
42.06502767,-73.12574467
42.060239,-73.14649
42.11513417,-73.16066483
42.12107667,-73.17371533
42.13779567,-73.17453667
42.13942933,-73.17033967
42.14000917,-73.17055567
42.1479585,-73.16747083
42.14000467,-73.1705105
42.16060117,-73.15464617
42.160436,-73.15573417
42.177607,-73.149072
42.20007617,-73.149673
42.17933183,-73.21312467
42.1687425,-73.21735983
42.15328733,-73.22358483
42.16435517,-73.17652
42.173195,-73.204549
42.17547383,-73.1977835
42.174045,-73.18876583
42.1827045,-73.16958533
42.18034217,-73.18431767
42.1749005,-73.1918385
42.17569733,-73.19787267
42.1770415,-73.202678
42.17923583,-73.211555
42.17968917,-73.21389817
42.17899483,-73.21767583
42.17883517,-73.21875467
42.1789335,-73.21971233
42.18110167,-73.22472183
42.16870533,-73.2373945
42.1686865,-73.23740983
42.18525667,-73.24641883
42.182295,-73.2449215
42.1805555,-73.2668455
42.179141,-73.26248267
42.17950383,-73.25323333
42.17950983,-73.2531415
42.16433417,-73.25069233
42.143482,-73.2521175
42.15777167,-73.24873933
42.16439833,-73.26121783
42.166811,-73.260979
42.1694105,-73.26855467
42.1736285,-73.272588
42.1672655,-73.27558483
42.16048583,-73.27568083
42.15210133,-73.28229433
42.14631617,-73.27716283
42.09876483,-73.23293933
42.09883667,-73.23282817
42.0999085,-73.23297717
42.1019465,-73.234357
42.1023005,-73.24399983
42.10333,-73.23629467
42.0936325,-73.2379445
42.13033283,-73.24004333
42.12880317,-73.23005533
42.10971217,-73.2473465
42.11625967,-73.23156567
42.122542,-73.23012
42.12286017,-73.23034883
42.12230933,-73.22884983
42.1148275,-73.23247533
42.14270133,-73.25225883
42.1823955,-73.278069
42.17558883,-73.19154233
42.254733,-73.21526867
42.2461155,-73.2044725
42.2389845,-73.20845733
42.22709617,-73.20756783
42.22954567,-73.1922645
42.19760933,-73.20767683
42.202171,-73.2097865
42.19242683,-73.20947533
42.18559283,-73.20516783
42.18693367,-73.2090055
42.17987717,-73.21227167
