,6.114862919,6.16183567,6.211572647000001,6.297706604,7.549012661,7.551113605,7.6359930039999995,7.9459791179999995,8.346349716,8.388255119,8.313126564,8.362571716,8.284627914,8.237779617000001,7.822634697000001,7.296330929,7.275568962,6.452733517,6.288718224,6.092749119,6.092354297999999,6.022262096,4.833922863,5.043691158000001,4.874385834,6.1421651839999996,6.185328483999999,6.233299255,6.213580607999999,6.334954262,6.297136307000001,6.549603939,6.5463771820000005,6.7324190139999995,6.624260426,5.312480927,5.319312096,5.251597881,5.197655678,5.20225668,5.2372202869999995,4.917236805,4.80183363,4.742023468,4.794007301000001,4.795221806,4.8769650460000005,4.574429035,4.659378052,4.688618183,4.745676994,4.889651775,4.946462154,4.802155495,6.980425358,8.590297699,8.533499718,8.414309502,8.495241165,8.601180077,8.616931915,8.548140526000001,7.9825029370000005,7.714545727000001,7.370547771,7.282301903,7.319796085,7.4595003129999995,7.6789641379999996,7.063837528,6.660860062,6.598645687,6.467168807999999,6.455394267999999,6.4375605579999995,6.2865705489999995,6.250619411000001,6.2392945289999995,5.985934734,6.022567748999999,5.055221081,4.756371498,4.740869045,4.593830585,4.659914494,4.774231434,4.868240833,4.887320995,5.08900404,5.9833774570000005,5.999528885,7.028727531,5.945939541,5.956296921,5.6991219520000005,5.143923759,4.4483265880000005,4.494061947,4.614784718,5.12455368,9.097334862,9.048921585,8.918885231,9.029626846000001,8.873649597,8.878603935,9.484660149,9.568482399,7.822692394,8.76938343,8.55952549,5.748250484,6.943199635,8.123448372,8.475899696,5.995211124,4.891955853,4.9289608,4.878666401,4.866908073,4.636916161,4.784742355,4.744771957,4.652287006,4.60986948,4.612952232,4.539833069,4.462623596,4.462069511,4.495729446,4.576915264,4.395800591,4.308071136000001,4.203752995,4.309663296,4.3973288539999995,4.446359633999999,4.486526489,4.331649303,4.282585621
6.114862919,0.0,0.076737767,0.169066225,0.45575,2.112,2.112,2.760689595,3.1624031180000003,3.158,3.298,3.750055865,3.2,3.7493069410000004,3.667548656,2.5980000000000003,2.582,2.582,1.9180000000000001,0.5155,0.078625,0.078625,0.14030601199999998,1.848,1.546,1.631,0.117747486,0.34525,0.34525,0.13340187,0.38391997,0.306310025,0.6155,0.6155,1.4080000000000001,0.7909999999999999,1.479,1.7630000000000001,1.851,1.511,1.511,1.383,1.993,1.926,2.022,2.022,2.022,2.019,2.188,2.092,2.05,1.9380000000000002,1.7380000000000002,1.5819999999999999,1.821,1.157,3.486,3.9597015719999997,3.940830173,3.9654160960000002,3.6,3.862,3.998,4.668,4.952,4.428,4.84,4.84,4.712,4.988,4.066,3.87,3.87,3.4739999999999998,3.846,3.908,3.4739999999999998,3.36,3.28,2.926,2.926,2.272,2.1180000000000003,2.1180000000000003,2.27,2.27,2.5,2.386,2.112,4.312,5.303999999999999,5.303999999999999,4.890943224,5.303999999999999,5.596,5.656000000000001,4.632,2.218,2.138,1.993,1.682,5.354044362,5.318020624,5.089540345,5.337304367,5.300481753,5.308180701,6.202371639,6.241345631000001,5.673911727,5.267201202,5.18310471,2.6839999999999997,5.1080000000000005,4.336,5.495874617,5.644,1.7080000000000002,1.62,1.7990000000000002,1.7209999999999999,1.974,1.815,1.794,2.025,2.074,2.14,2.14,2.354,2.354,2.112,2.148,2.454,2.454,2.5540000000000003,2.448,2.21,2.536,2.296,2.46,2.46
6.16183567,0.076737767,0.0,0.120375,0.45575,2.112,2.112,2.686056264,2.5980000000000003,3.158,3.298,3.1239999999999997,3.2,3.1239999999999997,3.054,2.5980000000000003,2.582,2.582,1.9180000000000001,0.5155,0.078625,0.078625,0.216805677,1.848,1.546,1.631,0.16751734,0.34525,0.34525,0.13031683,0.297,0.23125,0.6155,0.6155,1.4080000000000001,0.7909999999999999,1.479,1.7630000000000001,1.851,1.511,1.511,1.383,1.993,1.926,2.022,2.022,2.022,2.019,2.188,2.092,2.05,1.9380000000000002,1.7380000000000002,1.5819999999999999,1.821,1.157,3.486,3.298,3.866007125,3.298,3.6,3.862,3.998,4.668,4.952,4.428,4.84,4.84,4.712,4.988,4.066,3.87,3.87,3.4739999999999998,3.846,3.908,3.4739999999999998,3.36,3.28,2.926,2.926,2.272,2.1180000000000003,2.1180000000000003,2.27,2.27,2.5,2.386,2.112,4.312,5.303999999999999,5.303999999999999,4.844318814,5.303999999999999,5.596,5.656000000000001,4.632,2.218,2.138,1.993,1.682,5.281608126,5.24582116,5.017129851,5.265423095,5.229984321,5.237683407,6.131702075,6.17011803,5.620387717000001,5.197634375,5.115424248,2.6839999999999997,5.1080000000000005,4.336,5.431688339,5.644,1.7080000000000002,1.62,1.7990000000000002,1.7209999999999999,1.974,1.815,1.794,2.025,2.074,2.14,2.14,2.354,2.354,2.112,2.148,2.454,2.454,2.5540000000000003,2.448,2.21,2.536,2.296,2.46,2.46
6.211572647000001,0.169066225,0.120375,0.0,0.33525,1.992,1.992,2.593881347,2.994718268,3.0380000000000003,3.178,3.002,3.0780000000000003,3.002,2.932,2.478,2.46,2.46,1.798,0.395,0.19899999999999998,0.19899999999999998,0.308253005,1.969,1.666,1.751,0.251557649,0.46575,0.46575,0.18643499600000002,0.21486427600000002,0.137442506,0.495,0.495,1.287,0.6705,1.599,1.883,1.972,1.632,1.632,1.504,2.112,2.046,2.142,2.142,2.142,2.14,2.3080000000000003,2.2119999999999997,2.17,2.0580000000000003,1.859,1.702,1.942,1.036,3.366,3.178,3.773714327,3.178,3.48,3.74,3.8760000000000003,4.548,4.888,4.548,4.96,4.96,4.832,4.9239999999999995,4.184,3.99,3.99,3.594,3.966,4.0280000000000005,3.594,3.48,3.4,3.048,3.048,2.392,2.238,2.238,2.39,2.39,2.622,2.508,2.2319999999999998,4.4319999999999995,5.4239999999999995,5.4239999999999995,6.78,5.4239999999999995,5.72,5.776,4.752,2.34,2.258,2.114,1.8030000000000002,5.190892371,5.1552887730000005,4.926438118,5.175140835,5.140845448,5.148544451,6.042397617000001,6.080348774,5.5480547,5.109303888,5.028805257,2.804,5.228,4.216,5.348393595,5.763999999999999,1.828,1.7409999999999999,1.919,1.841,2.094,1.935,1.915,2.146,2.194,2.26,2.26,2.474,2.474,2.2319999999999998,2.2680000000000002,2.574,2.574,2.674,2.568,2.332,2.658,2.416,2.58,2.58
6.297706604,0.45575,0.45575,0.33525,0.0,2.106,2.106,2.630807838,2.592,3.1519999999999997,3.29,3.116,3.1919999999999997,3.116,3.0460000000000003,2.592,2.574,2.574,1.911,0.5085,0.5345,0.5345,0.5445,2.3040000000000003,2.002,2.086,0.5445,0.8009999999999999,0.8009999999999999,0.45575,0.29025,0.224375,0.6085,0.6085,1.401,0.784,1.935,2.218,2.306,1.9669999999999999,1.9669999999999999,1.839,2.448,2.3819999999999997,2.478,2.478,2.478,2.474,2.6439999999999997,2.548,2.506,2.394,2.194,2.037,2.278,1.15,3.478,3.29,3.1919999999999997,3.29,3.594,3.8539999999999996,3.99,4.66,5.0,4.8839999999999995,5.296,5.296,5.164,5.0360000000000005,4.52,4.324,4.324,3.928,4.3,4.364,3.928,3.8160000000000003,3.736,3.3819999999999997,3.3819999999999997,2.728,2.574,2.574,2.7260000000000004,2.7260000000000004,2.9560000000000004,2.842,2.568,4.768,5.76,5.76,4.899119112,5.76,6.0520000000000005,6.112,5.088,2.674,2.594,2.448,2.138,5.2401780769999995,5.205918027,4.976017091,5.227480652,5.200037802,5.20773315,6.100361906,6.135616228,5.655620614,5.1726319919999995,5.099651337,3.14,5.564,4.328,5.430682204,6.1,2.164,2.076,2.254,2.176,2.43,2.27,2.25,2.48,2.53,2.596,2.596,2.81,2.81,2.568,2.6039999999999996,2.908,2.908,3.01,2.904,2.6660000000000004,2.992,2.752,2.9160000000000004,2.9160000000000004
7.549012661,2.112,2.112,1.992,2.106,0.0,0.00476592,0.274670676,0.6065,1.167,1.306,1.131,1.208,1.131,1.061,0.6065,0.5895,0.5895,1.9780000000000002,1.817,2.1919999999999997,2.1919999999999997,2.6495397880000002,3.9619999999999997,3.658,3.7439999999999998,2.202,2.458,2.458,2.112,1.8159999999999998,1.882,1.869,1.869,2.18,1.5630000000000002,3.592,3.8760000000000003,3.964,3.6239999999999997,3.6239999999999997,3.4960000000000004,4.104,4.038,4.136,4.136,4.136,4.132,4.3,4.204,4.164,4.052,3.852,3.694,3.9339999999999997,1.206,1.494,1.306,1.208,1.306,1.609,1.869,2.005,2.676,3.016,3.38,3.634,3.634,3.372,3.052,3.54,3.736,3.736,4.52,4.8919999999999995,4.956,4.52,4.408,4.324,4.68,4.68,4.3839999999999995,4.232,4.232,4.3839999999999995,4.3839999999999995,4.612,4.5,4.224,6.4239999999999995,7.416,7.416,6.516,7.416,7.712000000000001,7.768,6.744,4.332,4.252,4.1080000000000005,3.7960000000000003,3.372,3.372,3.6180000000000003,3.372,3.72,3.72,4.492,4.672,5.388,3.72,4.324,4.796,3.964,2.344,4.44,7.756,3.82,3.734,3.912,3.8339999999999996,4.086,3.928,3.906,4.136,4.188,4.252,4.252,4.468,4.468,4.224,4.26,4.5680000000000005,4.5680000000000005,4.668,4.56,4.324,4.648,4.408,4.572,4.572
7.551113605,2.112,2.112,1.992,2.106,0.00476592,0.0,0.269984022,0.6065,1.167,1.306,1.131,1.208,1.131,1.061,0.6065,0.5895,0.5895,1.9780000000000002,1.817,2.1919999999999997,2.1919999999999997,2.654068503,3.9619999999999997,3.658,3.7439999999999998,2.202,2.458,2.458,2.112,1.8159999999999998,1.882,1.869,1.869,2.18,1.5630000000000002,3.592,3.8760000000000003,3.964,3.6239999999999997,3.6239999999999997,3.4960000000000004,4.104,4.038,4.136,4.136,4.136,4.132,4.3,4.204,4.164,4.052,3.852,3.694,3.9339999999999997,1.206,1.494,1.306,1.208,1.306,1.609,1.869,2.005,2.676,3.016,3.38,3.634,3.634,3.372,3.052,3.54,3.736,3.736,4.52,4.8919999999999995,4.956,4.52,4.408,4.324,4.68,4.68,4.3839999999999995,4.232,4.232,4.3839999999999995,4.3839999999999995,4.612,4.5,4.224,6.4239999999999995,7.416,7.416,6.516,7.416,7.712000000000001,7.768,6.744,4.332,4.252,4.1080000000000005,3.7960000000000003,3.372,3.372,3.6180000000000003,3.372,3.72,3.72,4.492,4.672,5.388,3.72,4.324,4.796,3.964,2.344,4.44,7.756,3.82,3.734,3.912,3.8339999999999996,4.086,3.928,3.906,4.136,4.188,4.252,4.252,4.468,4.468,4.224,4.26,4.5680000000000005,4.5680000000000005,4.668,4.56,4.324,4.648,4.408,4.572,4.572
7.6359930039999995,2.760689595,2.686056264,2.593881347,2.630807838,0.274670676,0.269984022,0.0,0.46299999999999997,1.023,1.162,0.988,1.064,0.988,0.9179999999999999,0.46299999999999997,0.446,0.446,2.0,2.21789317,2.724342133,2.725013132,2.893805209,3.984,3.682,3.766,2.838779227,2.48,2.48,2.7503064389999996,2.381785218,2.460638286,1.891,1.891,2.202,1.943816865,3.614,3.898,3.986,3.6460000000000004,3.6460000000000004,3.5180000000000002,4.128,4.06,4.156000000000001,4.156000000000001,4.156000000000001,4.156000000000001,4.324,4.228,4.184,4.074,3.8739999999999997,3.716,3.9560000000000004,1.229,1.35,1.162,1.064,1.162,1.466,1.726,1.8619999999999999,2.5340000000000003,2.872,3.236,3.492,3.492,3.228,2.908,3.398,3.594,3.594,4.376,4.748,4.812,4.376,4.263999999999999,4.184,4.5360000000000005,4.5360000000000005,4.408,4.252,4.252,4.404,4.404,4.636,4.52,4.248,6.4479999999999995,7.436,7.436,6.372000000000001,7.436,7.732,7.787999999999999,6.768,4.356,4.272,4.128,3.818,3.228,3.228,3.4739999999999998,3.228,3.576,3.576,4.348,4.5280000000000005,5.247999999999999,3.576,4.184,4.82,3.82,2.2,4.296,7.78,3.842,3.7560000000000002,3.9339999999999997,3.8560000000000003,4.1080000000000005,3.95,3.93,4.16,4.208,4.276,4.276,4.488,4.488,4.248,4.284,4.588,4.588,4.688,4.584,4.348,4.672,4.4319999999999995,4.596,4.596
7.9459791179999995,3.1624031180000003,2.5980000000000003,2.994718268,2.592,0.6065,0.6065,0.46299999999999997,0.0,0.56,0.6990000000000001,0.525,0.601,0.525,0.455,0.16961424,0.909,0.909,2.464,2.302,2.676,2.676,3.296885695,4.448,4.144,4.228,3.237301309,2.944,2.944,3.1470778110000004,2.7814239769999998,2.8602577510000002,2.354,2.354,2.6660000000000004,2.048,4.078,4.36,4.448,4.1080000000000005,4.1080000000000005,3.9819999999999998,4.592,4.524,4.62,4.62,4.62,4.6160000000000005,4.788,4.692,4.648,4.5360000000000005,4.336,4.18,4.42,1.692,0.8875,0.6990000000000001,0.7831373540000001,0.6990000000000001,1.0025,1.263,1.399,2.07,2.41,2.772,3.028,3.028,2.766,2.4459999999999997,2.9339999999999997,3.13,3.13,3.912,4.284,4.348,3.912,3.8,3.72,4.072,4.072,4.872,4.716,4.716,4.868,4.868,5.1,4.984,4.708,6.9079999999999995,7.268,7.268,5.9079999999999995,7.268,7.56,8.14,7.228,4.811819515,4.844048315,4.592,4.28,2.766,2.766,3.012,2.766,3.112,3.112,3.884,4.066,4.784,3.112,3.72,4.456,3.358,1.7380000000000002,3.8339999999999996,7.608,4.303999999999999,4.22,4.396,4.32,4.572,4.412,4.3919999999999995,4.624,4.672,4.74,4.74,4.952,4.952,4.708,4.744,5.052,5.052,5.152,5.044,4.808,5.136,4.8919999999999995,5.056,5.056
8.346349716,3.162,3.162,3.04,3.154,1.17,1.17,1.026,0.563,0.0,0.3575,0.23216658,0.25925,0.281725718,0.246940388,0.563,1.472,1.472,3.0260000000000002,2.866,3.24,3.24,3.25,5.2701530089999995,4.708,4.792,3.25,3.5060000000000002,3.5060000000000002,3.162,2.864,2.93,2.918,2.918,3.228,2.612,4.64,4.896,4.808,4.672,4.672,4.544,5.152,5.088,5.184,5.184,5.184,4.9639999999999995,5.348,5.252000000000001,5.212000000000001,5.1,4.9,4.744,4.984,2.254,0.5455,0.3575,0.39481490700000005,0.3575,0.6609999999999999,0.9209999999999999,1.057,1.7280000000000002,2.068,2.432,2.6860000000000004,2.6860000000000004,2.424,2.104,2.592,2.7880000000000003,2.7880000000000003,3.57,3.944,4.006,3.57,3.458,3.378,3.73,3.73,4.712,5.276,5.276,5.428,5.428,4.94,4.824,4.872,7.468,6.9239999999999995,6.9239999999999995,5.568,6.9239999999999995,7.22,7.8,7.596,5.3202870760000005,5.3520787830000005,5.255243125,4.843999999999999,2.424,2.424,2.67,2.424,2.77,2.77,3.5439999999999996,3.7239999999999998,4.44,2.77,3.378,4.1160000000000005,3.016,1.396,3.492,7.263999999999999,4.9959593710000005,4.840402859,4.8594818680000005,4.8839999999999995,5.174943045,4.832413226,4.956,5.002908946,5.097439326,4.905908247,5.059880485,4.985760193,4.993445624,4.909136245,4.803694365,5.020514698,5.1659763739999995,5.230764233,5.081918843,4.991258365,5.696000000000001,5.456,4.971688689,5.044912415
