,4.441657543,4.944257736,6.124735832000001,6.669373035,6.962203979,8.412757874,8.464306831,8.587925911000001,8.545042992,8.767971038999999,6.82730341,6.9838171010000005,5.947350502000001,5.811549187000001,5.899219512999999,5.717359543,5.891895771000001,5.618280411000001,5.637047291,5.633155822999999,5.323912621,5.01515913,4.538471699,4.422626019,4.600982189,4.612365246,4.757459164,4.448448181,4.47026825,4.501942158,4.577539444,4.631545544,4.750274181,4.6905765530000005,5.030592918,4.92394495,4.534091949,4.689534664,4.763859749,4.826664448,4.926656723,4.911236763,4.599825382,4.544236183,4.423780918,4.542236805,4.481380939,4.275643349,4.500217438,4.554715633,4.46739006,4.298352718,4.214027405,4.655826568999999,8.596161842,8.553749084,6.448613644,6.44783926,6.41366148,6.077158451,5.06283617,4.869949341,4.755744457,4.660722733,7.115188122,7.424235821,7.251580238,7.479208469,7.633590221,7.437215805,7.491687775,7.638827324,7.683206081,7.68479538,7.675032139,7.770322800000001,7.798251152000001,8.540760994,8.347231865,8.324615479,8.308379172999999,8.256585121,8.285291672,8.801401138,8.679603577,8.903941154,9.066318512,9.485901833,9.528148651,9.501724243,10.07352352,7.343174457999999,5.749042511,6.941714287000001,4.725497723,6.159468651,6.172520638,6.300507545,6.230116367000001,6.216126919,7.499138832000001,7.628441334,7.965643406,8.340842247000001,8.347132683,8.321755409,8.317879677,8.366746902000001,8.230690002000001,7.289987087,7.289987087,6.455154896,6.0758223529999995,6.075059414,6.072975158999999,6.082265377000001,6.076739311,6.343893051,6.626671791000001,6.525066852999999,6.598690033,6.332976341,6.290845871,6.575643062999999,6.586622715,6.728274822,6.750112533999999,6.626849174,6.88807869,5.268575191,5.2508921619999995,5.249788284,5.232161999,5.202293873,5.023833752,5.165928841,4.880246639,4.890621185,4.881430626,4.76813364,4.794902325,4.983093262,5.101075648999999,5.089904785,5.046615601,5.482369423,5.340912819,4.901426315,4.894806862,4.924425125,4.82270813,4.776133537,4.791191101,4.829608917,4.64053154,4.624221325,4.545368195,4.541743755
4.441657543,0.0,0.9890000000000001,2.27,3.088,3.426,4.917549429,4.9615263789999995,5.117881578,5.040271585,5.316279795,4.808,4.388,3.032,2.932,3.498,2.932,3.032,2.826,2.826,2.826,2.52,2.041,1.656,1.313622628,0.234510102,0.247157717,0.5539999999999999,1.405,1.405,1.511,1.541,1.604,1.821,1.821,1.22,1.088,1.016,1.51,1.212,1.212,1.521,1.3969999999999998,1.123,1.123,0.9145,0.6715,0.574,0.687,0.262,0.262,0.32,0.5365,0.7165,0.25911154,5.1808952139999995,5.183317477,2.704565101,2.614,2.614,2.44,0.7155,0.5539999999999999,0.393885527,0.263154423,3.1039999999999996,3.42,3.6639999999999997,3.822,3.7,3.32,3.398,3.7460000000000004,3.7560000000000002,3.674,3.65,3.742,3.858,5.436829246,5.234165555,5.220837199,5.224108735,5.221498363,5.188896022,5.692660362000001,5.684134602,5.724648598,5.8419397,6.6542121970000006,6.708176326,6.611095722000001,7.364192857999999,4.856,1.453,3.8760000000000003,1.821,2.27,2.27,2.7260000000000004,2.408,2.39,4.3839999999999995,4.404,5.048,5.428,5.428,5.244,5.244,4.8349730310000005,5.32,4.852,4.852,2.812,2.3480000000000003,2.3480000000000003,2.3480000000000003,2.3480000000000003,2.3480000000000003,2.502,2.9219999999999997,3.012,3.012,2.786,2.786,2.938,2.938,2.984,3.6260000000000003,2.95,3.44,1.023,1.127,1.0005,1.0005,0.9490000000000001,0.7390000000000001,1.196,0.6465,0.6465,0.6465,0.430602339,0.455926864,0.7390000000000001,0.8079999999999999,0.7795,0.9032076370000001,1.4469999999999998,1.3230000000000002,1.043,1.043,1.088,0.9885,0.8455,0.8455,0.49575,0.51075,0.51075,0.4135,0.4135
4.944257736,0.9890000000000001,0.0,1.5819999999999999,2.4,2.738,4.8839999999999995,4.78,4.887360688,4.88,5.062417735,5.8,5.38,4.022,3.92,4.488,3.92,4.022,3.8160000000000003,3.8160000000000003,3.8160000000000003,3.51,3.03,2.6460000000000004,2.03,0.9890000000000001,0.929,1.215,1.278,1.278,1.163,1.192,1.149,1.35,1.35,0.7,0.629,1.0979999999999999,1.056,0.7535,0.7535,0.833,0.938,0.986,0.986,1.199,0.9570000000000001,1.056,1.37,0.9565,0.9565,1.0145,1.219,1.399,0.8370000000000001,4.997485868,5.043140957,2.576,2.95,2.95,2.7760000000000002,1.376,1.215,0.8370000000000001,0.8370000000000001,3.438,3.7560000000000002,4.0,4.156000000000001,4.034,3.654,3.7319999999999998,4.082,4.09,4.008,3.984,4.0760000000000005,4.192,5.457506229,5.2786299560000005,5.273038624,5.287791492,5.314608407,5.250289761,5.672924527,5.736651675,5.650215374,5.713237434,6.6766286610000005,6.730634908,6.604494291,7.370747167,4.9080518369999995,1.788,4.212,1.35,1.5819999999999999,1.5819999999999999,2.037,1.719,1.702,3.694,3.716,4.36,4.74,4.74,4.704,4.704,4.78,4.636,4.164,4.164,2.124,1.66,1.66,1.66,1.66,1.66,1.8130000000000002,2.234,2.324,2.324,2.0980000000000003,2.0980000000000003,2.25,2.25,2.296,2.938,2.262,2.752,1.358,1.081,0.9545,0.9545,0.26075,1.03,1.15,1.123,1.123,1.123,0.6445,0.6445,1.03,0.961,0.4295,0.265,0.833,0.8635,0.5835,0.5835,0.629,0.6395,0.7365,0.7365,0.585,0.8109999999999999,0.8109999999999999,0.9075,0.9075
6.124735832000001,2.27,1.5819999999999999,0.0,0.8190000000000001,1.157,3.9692806939999996,3.961419633,3.486,3.9807573389999997,3.928,5.07852846,4.925277846,5.303999999999999,5.2,5.768,5.2,5.303999999999999,5.096,5.096,5.096,4.792,4.312,3.926,3.31,2.27,2.21,2.112,2.218,2.218,2.086,2.0580000000000003,1.993,1.976,1.976,1.56,1.693,2.252,1.974,1.815,1.815,1.62,1.7990000000000002,2.14,2.14,2.354,2.112,2.21,2.524,2.238,2.238,2.296,2.374,2.5540000000000003,2.1180000000000003,3.6,3.998,3.4739999999999998,3.846,3.846,3.6719999999999997,2.272,2.112,2.1180000000000003,2.1180000000000003,4.336,4.652,4.896,5.052,4.9319999999999995,4.552,4.628,4.98,4.988,4.904,4.88,4.9719999999999995,5.092,5.054985222,4.925183926,4.932490138,4.964979721000001,5.038014958,4.9260764969999995,5.193683451,5.370475133999999,5.08476981,5.058834834,6.220898782999999,6.2729858929999995,6.105276427000001,6.866739184,5.025566105,2.6839999999999997,5.1080000000000005,1.976,0.09108933699999999,0.091878825,0.45575,0.21203183399999997,0.186140003,2.112,2.762242895,2.7760000000000002,3.158,3.158,3.75566553,3.7594628510000003,3.2,3.680290443,2.582,2.582,0.720390345,0.078625,0.078625,0.078625,0.078625,0.078625,0.327071567,0.6525,0.742,0.742,0.5155,0.5155,0.6685,0.6685,0.7135,1.3559999999999999,0.6809999999999999,1.17,2.254,1.9769999999999999,1.851,1.851,1.321,1.9269999999999998,2.046,2.019,2.019,2.019,1.926,1.926,1.9269999999999998,1.858,1.537,1.546,1.584,1.614,1.7380000000000002,1.7380000000000002,1.693,1.794,1.9380000000000002,1.9380000000000002,1.8659999999999999,2.092,2.092,2.188,2.188
6.669373035,3.088,2.4,0.8190000000000001,0.0,1.382,3.528,3.424,3.71,3.522,4.152,5.312290934,5.124069917,6.12,6.02,6.587999999999999,6.02,6.12,5.916,5.916,5.916,5.608,5.132000000000001,4.744,4.128,3.088,3.028,2.93,3.0380000000000003,3.0380000000000003,2.906,2.8760000000000003,2.812,2.7939999999999996,2.7939999999999996,2.38,2.512,3.072,2.792,2.634,2.634,2.44,2.6180000000000003,2.96,2.96,3.1719999999999997,2.93,3.03,3.344,3.056,3.056,3.114,3.1919999999999997,3.372,2.9360000000000004,3.826,4.22,4.292,4.664,4.664,4.492,3.092,2.93,2.9360000000000004,2.9360000000000004,5.152,5.472,5.716,5.872000000000001,5.704,5.272,5.192,5.632000000000001,5.268,5.188,5.164,5.256,5.372000000000001,4.955276358,4.852988171,4.8663744819999994,4.906578731000001,4.999886132,4.868065919,5.052475082,5.280858209,4.902627442,4.831443611,6.070896171,6.121186565,5.9358360039999996,6.683513854,5.167933557,3.5039999999999996,5.9239999999999995,2.7939999999999996,0.8190000000000001,0.8190000000000001,0.38925,0.6815,0.6985,2.338,2.36,3.002,3.3819999999999997,3.3819999999999997,3.3480000000000003,3.3480000000000003,3.424,3.278,2.806,2.806,0.7659999999999999,0.8975,0.8975,0.8975,0.8975,0.8975,0.5875,0.195,0.285,0.285,0.74,0.74,0.893,0.893,0.26070979899999996,1.581,0.9055,1.395,3.074,2.7960000000000003,2.67,2.67,2.14,2.7460000000000004,2.866,2.838,2.838,2.838,2.7439999999999998,2.7439999999999998,2.7460000000000004,2.676,2.356,2.366,2.4019999999999997,2.432,2.5580000000000003,2.5580000000000003,2.512,2.614,2.758,2.758,2.6860000000000004,2.912,2.912,3.008,3.008
6.962203979,3.426,2.738,1.157,1.382,0.0,2.396,2.292,2.5780000000000003,2.39,3.02,8.02,7.6,6.46,6.36,6.9239999999999995,6.36,6.46,6.252000000000001,6.252000000000001,6.252000000000001,5.9479999999999995,5.468,5.084,4.468,3.426,3.366,3.2680000000000002,3.3760000000000003,3.3760000000000003,3.2439999999999998,3.214,3.15,3.1319999999999997,3.1319999999999997,2.718,2.85,3.41,3.13,2.972,2.972,2.778,2.9560000000000004,3.298,3.298,3.51,3.2680000000000002,3.3680000000000003,3.682,3.3939999999999997,3.3939999999999997,3.452,3.53,3.71,3.2739999999999996,2.694,3.09,4.628,5.004,5.004,4.828,3.43,3.2680000000000002,3.2739999999999996,3.2739999999999996,4.896,4.532,4.776,4.828,4.572,4.14,4.062,4.5,4.136,4.056,4.032,4.124,4.24,5.004,5.004,5.412000000000001,5.412000000000001,5.6,5.412000000000001,4.803999999999999,5.412000000000001,4.704,4.263999999999999,4.929596009,4.980142368,5.944,5.548823529,7.648,3.842,5.048,3.1319999999999997,1.157,1.157,1.15,1.0190000000000001,1.036,1.206,1.229,1.871,2.252,2.252,2.2159999999999997,2.2159999999999997,2.292,2.146,1.675,1.675,0.6155,1.235,1.235,1.235,1.235,1.235,0.9255,1.347,1.436,1.436,0.861,0.861,0.9655,0.9655,1.276,1.172,0.978,0.9865,3.412,3.134,3.008,3.008,2.478,3.0839999999999996,3.2039999999999997,3.176,3.176,3.176,3.082,3.082,3.0839999999999996,3.014,2.694,2.702,2.74,2.77,2.8960000000000004,2.8960000000000004,2.85,2.95,3.096,3.096,3.022,3.25,3.25,3.346,3.346
8.412757874,4.917549429,4.8839999999999995,3.9692806939999996,3.528,2.396,0.0,0.1039375,0.39,0.35425,0.8320000000000001,5.832000000000001,5.412000000000001,6.768,6.872000000000001,7.404,6.872000000000001,6.768,6.976,6.976,6.976,7.28,7.312,6.928,4.819466829,5.272,5.212000000000001,4.716,5.552189514,5.532462223,5.520165924,5.488897382999999,5.474090532999999,5.553120551,5.611140496,4.825227707,4.804761355,5.148379238,5.347488331,5.135857135,4.974128118,5.080060346000001,5.076769312,5.146994929,5.263101883,5.231140512,5.044902252,5.0566203430000005,5.3058962119999995,4.93377602,4.850931876000001,4.906744598,5.201247618,5.370298828999999,5.12,0.5055,0.9015,3.4160000000000004,3.7880000000000003,3.7880000000000003,3.614,4.556,4.716,5.12,5.12,2.7060000000000004,2.342,2.5860000000000003,2.638,2.3819999999999997,1.9509999999999998,1.874,2.31,1.949,1.867,1.8430000000000002,1.935,2.052,2.8139999999999996,2.8139999999999996,3.222,3.222,3.412,3.222,2.616,3.222,2.5140000000000002,2.076,3.4360000000000004,3.514,3.7560000000000002,4.324,5.46,3.96,2.86,5.575430602999999,3.304,3.304,3.2960000000000003,3.1660000000000004,3.1839999999999997,1.3119999999999998,1.168,0.884,0.3685,0.3685,0.235817917,0.227113747,0.17005178699999998,0.25525,1.614,1.614,2.762,3.3819999999999997,3.3819999999999997,3.3819999999999997,3.3819999999999997,3.3819999999999997,3.072,3.4939999999999998,3.5839999999999996,3.5839999999999996,3.008,3.008,3.112,3.112,3.4219999999999997,3.318,3.1239999999999997,3.1319999999999997,4.248,4.524,4.652,4.652,4.624,4.9,4.592,4.808,4.808,4.808,5.228,5.228,4.9,4.9719999999999995,4.84,4.848,4.888,4.916,5.04,5.04,4.996,4.831129617,4.819225438,5.24,5.167999999999999,4.841252619,4.866975767,4.944054072,4.941468568
8.464306831,4.9615263789999995,4.78,3.961419633,3.424,2.292,0.1039375,0.0,0.28625,0.250375,0.728,5.728,5.308,6.664,6.768,7.3,6.768,6.664,6.872000000000001,6.872000000000001,6.872000000000001,7.176,7.207999999999999,6.824,4.889623647,5.167999999999999,5.1080000000000005,4.612,5.574937263,5.5548696170000005,5.541740957000001,5.508537031,5.492213461,5.566107261,5.625033125,4.842775154,4.827305305,5.1779143560000005,5.36611806,5.156388391,4.996173174,5.0957917880000005,5.093132119,5.173754654,5.2890142419999995,5.263028825,5.0774095610000005,5.091755518,5.342219707,4.972996532,4.890700487,4.949476038,5.240431208,5.407332305,5.016,0.4015,0.7975,3.312,3.6839999999999997,3.6839999999999997,3.51,4.452,4.612,5.016,5.016,2.602,2.238,2.4819999999999998,2.5340000000000003,2.278,1.847,1.77,2.206,1.845,1.7630000000000001,1.739,1.831,1.9480000000000002,2.71,2.71,3.1180000000000003,3.1180000000000003,3.3080000000000003,3.1180000000000003,2.512,3.1180000000000003,2.41,1.973,3.332,3.41,3.6519999999999997,4.22,5.356,3.8560000000000003,2.7560000000000002,5.588822727,3.871275538,3.8696896460000003,3.1919999999999997,3.7494123,3.7752846489999996,1.208,1.064,0.78,0.34423588200000005,0.34227582799999995,0.20601352,0.203301067,0.134512135,0.29623203600000003,1.51,1.51,3.2431798589999996,3.9525405289999997,3.941627884,3.944949583,3.936121509,3.941530189,3.650991837,3.39,3.48,3.48,2.904,2.904,3.008,3.008,3.318,3.214,3.02,3.028,4.144,4.42,4.548,4.548,4.52,4.796,4.488,4.704,4.704,4.704,5.124,5.124,4.796,4.868,4.736000000000001,4.744,4.784,4.812,4.802845448,4.936,4.8919999999999995,4.857417535,4.848100653,4.82497294,5.064,4.87633817,4.9019142030000005,4.980201874,4.977925101
8.587925911000001,5.117881578,4.887360688,3.486,3.71,2.58,0.39,0.28625,0.0,0.5365,0.44175,5.44,5.02,6.38,6.48,7.0120000000000005,6.48,6.38,6.584,6.584,6.584,6.892,6.9239999999999995,4.90669893,5.031788237,4.894092582,4.880342344,4.328,5.734892391,5.714833505,5.701720381,5.668519377000001,5.652165824,5.725747132,5.784750306,5.002714323,4.987261439,5.3373764,5.526084236,5.316375052,5.1561424360000006,5.25564487,5.253018923,5.333488622,5.448813127,5.422183685,5.23646548,5.2503566,5.500592832000001,5.130696368,5.048258472,5.106214646000001,5.398151124,5.56555715,4.889212428,0.28782996,0.5115,3.0260000000000002,3.398,3.398,3.2239999999999998,4.164,4.328,4.732,4.877471983,2.316,1.9509999999999998,2.1959999999999997,2.248,1.992,1.561,1.484,1.92,1.5590000000000002,1.4769999999999999,1.453,1.545,1.662,2.424,2.424,2.832,2.832,3.022,2.832,2.226,2.832,2.124,1.6869999999999998,3.0460000000000003,3.122,3.366,3.932,5.0680000000000005,3.57,2.47,5.748498453,3.486,3.486,3.478,3.3480000000000003,3.366,1.494,1.35,1.0659999999999998,0.5505,0.5505,0.36225,0.36225,0.28625,0.4375,1.796,1.796,2.944,3.5639999999999996,3.5639999999999996,3.5639999999999996,3.5639999999999996,3.5639999999999996,3.2539999999999996,3.676,3.766,3.766,3.19,3.19,3.2939999999999996,3.2939999999999996,3.6060000000000003,3.5,3.306,3.3160000000000003,3.858,4.136,4.26,4.26,4.808,4.512,4.204,4.42,4.42,4.42,4.822404134,4.92,4.512,4.58,4.788,4.952,5.0680000000000005,4.96,4.962732974,4.943879379,4.922023995,5.017182544,5.007628775,4.984494561,4.833112289,5.034940866,5.060545782,5.138598243,5.136257377
8.545042992,5.040271585,4.88,3.9807573389999997,3.522,2.392,0.35425,0.250375,0.5365,0.0,0.978,5.98,5.56,6.916,7.016,7.547999999999999,7.016,6.916,7.12,7.12,7.12,7.428,7.46,4.8739177719999995,4.996007238,4.818742689,4.804946228,4.864,5.6294609929999995,5.609010264,5.594925722999999,5.559494472000001,5.54141435,5.609250291,5.669211816000001,4.891693769,4.882022517,5.240419519,5.415977127000001,5.208574901,5.050206936,5.142426386,5.140506621,5.233099256,5.347325804,5.328155458,5.143334682,5.160628002,5.4122955720000006,5.04648975,4.96484642,5.026860027,5.313746005,5.478171224,4.807997241,0.652,1.048,3.562,3.9339999999999997,3.9339999999999997,3.76,4.7,4.864,5.268,5.268,2.852,2.488,2.7319999999999998,2.784,2.528,2.0980000000000003,2.02,2.456,2.096,2.0140000000000002,1.989,2.082,2.198,2.96,2.96,3.3680000000000003,3.3680000000000003,3.5580000000000003,3.3680000000000003,2.762,3.3680000000000003,2.66,2.224,3.5839999999999996,3.66,3.9019999999999997,4.468,5.604,4.1080000000000005,3.0060000000000002,5.632431267,3.298,3.298,3.29,3.16,3.178,1.306,1.162,0.878,0.3625,0.3625,0.268109441,0.27235335,0.250375,0.376888334,1.608,1.608,2.7560000000000002,3.3760000000000003,3.3760000000000003,3.3760000000000003,3.3760000000000003,3.3760000000000003,3.0660000000000003,3.488,3.5780000000000003,3.5780000000000003,3.002,3.002,3.1060000000000003,3.1060000000000003,3.418,3.312,3.1180000000000003,3.128,4.396,4.672,4.796,4.796,4.62,5.048,4.74,4.956,4.956,4.956,5.224,5.224,5.048,5.1160000000000005,4.836,4.843999999999999,4.88,4.912,4.859608443,4.841856872,4.819161903,4.91641158,4.910048944,4.886997716000001,5.164,4.945275969,4.9706722569999995,5.050269025,5.048338509
