,10.70551872,11.00273991,10.85828114,10.85410214,12.46559429,12.31067467,13.6270628,14.39161301,15.0915699,16.09073067,16.47207642,16.46917725,16.38160133,16.6017189,16.621625899999998,16.53705025,17.46921158,18.2884922,17.62722969,17.86620903,16.92006111,11.15297031,11.08276749,10.94044399,11.24553108,12.81810761,12.91219044,12.87167645,12.80669594,13.32643032,15.89511967,16.46577454,16.37648392,16.06865692,13.68648243,13.3352356,11.32042313,10.53780079,10.91476059,11.14792252,11.28643608,16.78717232
10.70551872,0.0,0.43725,0.62,0.38275,2.968,1.781,3.3339999999999996,5.0760000000000005,5.5472470860000005,6.832987974,7.56436424,7.546672388999999,7.275355808,7.383756825,7.420315042,7.464993379,8.353871032999999,9.369207373,8.841966985,9.2356265,8.376595104,0.557640527,0.62,1.386,2.898,5.16,5.236000000000001,5.216,5.324,5.468,8.188816833999999,8.486760692999999,8.35949858,8.847514,5.160549365,5.056,3.1519999999999997,1.34,0.38275,0.588986255,3.1519999999999997,8.822357198999999
11.00273991,0.43725,0.0,0.29875,0.241125,2.722,1.535,3.088,4.828,5.264488962,6.555299281,7.315842319,7.2966637489999995,7.007321292,7.094960675,7.133086006,7.196285747999999,8.052208343,9.069261032,8.574523386000001,8.97768327,8.151166111,0.319778655,0.46627244100000004,1.14,3.298,5.556,5.636,5.6160000000000005,5.724,5.867999999999999,8.057331722,8.319804018,8.192162971,8.742134701,5.0501496,5.456,3.55,1.739,0.241125,0.2235,3.55,8.647863136
10.85828114,0.62,0.29875,0.0,0.424,2.904,1.7169999999999999,3.272,5.012,5.309180196,6.592156936,7.313764633,7.296467152000001,7.030744013,7.147566162,7.183381875,7.220561452999999,8.124002308,9.138106891,8.596763275,8.987320248,8.120916357,0.30075,0.311841759,1.3219999999999998,3.48,5.74,5.82,5.796,5.9079999999999995,6.0520000000000005,7.929456503,8.226175706,8.098916621,8.590840302,4.902741524,5.636,3.734,1.922,0.424,0.567209648,3.734,8.56187861
10.85410214,0.38275,0.241125,0.424,0.0,2.772,1.585,3.138,4.88,5.468199315,6.7591952079999995,7.519561509,7.50044909,7.211434996,7.298158272999999,7.336408187000001,7.400392209,8.253886274,9.271132383,8.778635044,9.181743709,8.353226782,0.5099146210000001,0.617591614,1.19,3.282,5.54,5.62,5.6,5.707999999999999,5.852,8.242618562,8.513030939,8.385448953,8.920705276,5.229070556,5.436,3.534,1.722,0.07318327,0.355592601,3.534,8.842579603999999
12.46559429,2.968,2.722,2.904,2.772,0.0,1.5730000000000002,3.23,4.34,2.932,4.14,5.26279096,5.2439070789999995,4.965639662,5.086306748,5.121010717,5.155303508,6.075277507999999,7.08559931,6.53225101,6.928259096000001,6.103369313,2.7239999999999998,2.904,3.4139999999999997,5.572,7.772,7.852,7.827999999999999,7.94,5.984,6.176403646,6.352009441,6.224221639,6.9302065520000005,6.064,5.836,5.824,4.013999999999999,2.772,2.498,5.824,6.663944625
12.31067467,1.781,1.535,1.7169999999999999,1.585,1.5730000000000002,0.0,1.7109999999999999,3.452,4.0760000000000005,5.060059347,5.894020969,5.870724572,5.533971042,5.571426262,5.612826691,5.720085232000001,6.501313391,7.519830149,7.095192635,7.520850567999999,6.791520598,1.537,1.7169999999999999,2.228,4.3839999999999995,6.644,6.724,6.704,6.812,6.956,7.02184976,7.152032651,7.024665744,7.794146041,6.772,6.54,4.64,2.826,1.585,1.311,4.64,7.450071311
13.6270628,3.3339999999999996,3.088,3.272,3.138,3.23,1.7109999999999999,0.0,1.7409999999999999,2.364,3.574,4.898715381000001,4.867452002,4.1160000000000005,4.836,4.836,4.324,5.165840299,6.176708818,5.93898462,6.40588475,5.888702889,3.09,3.272,3.78,5.94,7.204,7.284,7.26,7.372000000000001,5.416,6.630330719,6.560511793,6.438498485,7.491189933999999,5.496,5.268,6.192,4.38,3.138,2.864,6.192,6.801201965
14.39161301,5.0760000000000005,4.828,5.012,4.88,4.34,3.452,1.7409999999999999,0.0,2.174,3.3819999999999997,4.343999999999999,4.343999999999999,3.926,4.644,4.644,4.132,5.4079999999999995,5.854878,6.552721,5.47940869,5.2042470000000005,4.832,5.012,5.52,7.68,7.016,7.0920000000000005,7.072,7.18,5.224,6.067899397000001,5.886380276000001,5.769797627000001,6.961908287000001,5.303999999999999,5.0760000000000005,7.167999999999999,6.12,4.88,4.604,7.167999999999999,6.091433952
15.0915699,5.5472470860000005,5.264488962,5.309180196,5.468199315,2.932,4.0760000000000005,2.364,2.174,0.0,1.208,2.17,2.17,1.7519999999999998,2.472,2.472,1.959,3.2319999999999998,3.682,4.38,4.38,3.03,4.992919677,5.002737188,5.0582574110000005,6.568,5.608,5.684,5.664,5.772,3.818,4.908,4.144,4.144,5.192064938,3.898,3.67,5.763999999999999,5.457709881,5.398985785,5.179142595,4.82099963,4.496
16.09073067,6.832987974,6.555299281,6.592156936,6.7591952079999995,4.14,5.060059347,3.574,3.3819999999999997,1.208,0.0,1.252,1.252,0.8340000000000001,1.554,1.554,1.042,2.314,2.764,3.4619999999999997,3.4619999999999997,2.112,6.280315558,6.284065237,6.321720569,5.803320454,5.664,5.744,5.72,5.832000000000001,3.8760000000000003,4.788,4.022,4.022,5.82,3.9560000000000004,3.7260000000000004,5.831753776,6.680924458,6.690360703,6.4727469520000005,5.877282651,3.998
16.47207642,7.56436424,7.315842319,7.313764633,7.519561509,5.26279096,5.894020969,4.898715381000001,4.343999999999999,2.17,1.252,0.0,0.044214162,0.61201365,1.222,1.222,0.7095,1.983,2.432,2.23,2.23,1.039880911,7.023896422000001,7.00211987,6.985287434,6.325725573,5.684,5.763999999999999,5.744,5.852,3.898,3.5980000000000003,2.832,2.832,4.632,3.56,3.748,6.181087728,7.252996754,7.453836487999999,7.257735475,6.223506721000001,2.7460000000000004
