,10.77419663,10.59467125,10.54620552,10.9132843,10.84682941,12.46533203,12.66911793,13.80702686,14.53582287,14.64657593,14.47590828,14.35763836,14.65114689,15.66997719,15.06941891,15.67008686,14.86999607,14.82373142,16.45540237,16.45569229,16.55324936,17.47070313,18.69625282,18.53754425,17.37617302,17.62685204,17.49614906,17.04720879,16.92862892,16.48377609,14.51753426,13.54670525,11.34099388,11.20586014,11.76647759,11.61721993,13.31045532,13.43452644,12.74264908,12.60862541,12.67019844,12.09796619,11.04650593,11.12182903,10.92154217,11.14684391,12.45032692
10.77419663,0.0,0.247,0.25475,0.20349369,0.40525,2.7539999999999996,2.005,3.647910749,4.86,4.468,4.468,4.086,5.069478166000001,6.035129197000001,5.466266302,6.199224199,5.803143125,5.677491857000001,7.510055392000001,7.500742214,7.675646293,8.307445522,9.823592636,9.698200724,8.403207698,8.811238236,8.972891533,8.618158368,8.362602226,8.528344627000001,7.356510897000001,4.882191796,3.7119999999999997,2.9419999999999997,3.792,3.5580000000000003,5.684,5.648048161,4.992,5.864,4.72,4.548,1.171,0.48291331600000004,0.22606880199999999,0.48178004399999996,2.7539999999999996
10.59467125,0.247,0.0,0.50175,0.41525,0.6525,3.0,2.252,3.248,5.1080000000000005,4.897617846,4.712,4.332,5.246753904,6.23297413,5.652205672000001,6.38606808,5.954038532999999,5.83180937,7.678925775,7.670093429,7.842501373999999,8.50065386,10.01577175,9.886950012,8.58516216,8.988472735,9.135314958,8.771087174,8.519953044,8.65497472,7.424412814,4.985324423,3.466,2.694,3.5439999999999996,3.312,5.436,5.713255867000001,4.744,5.6160000000000005,4.4719999999999995,4.3,1.4180000000000001,0.665561766,0.41525,0.694205297,3.0
10.54620552,0.25475,0.50175,0.0,0.423,0.66,3.008,2.26,3.919927222,5.1160000000000005,4.958927251,4.72,4.34,5.309792028,6.295568802000001,5.715329372,6.449183446,6.015372586,5.893458322000001,7.741591634,7.732785604,7.90504869,8.563581782,10.07875158,9.950038603,8.648279341,9.051491056,9.197553372,8.832543291,8.581802535,8.713420447,7.4732130429999994,5.040584954,3.966,3.196,4.046,3.812,5.936,5.761736624,5.247999999999999,6.12,4.976,4.803999999999999,1.426,0.728540526,0.423,0.7427314290000001,3.008
10.9132843,0.20349369,0.41525,0.423,0.0,0.424,2.772,2.024,3.02,4.88,4.484,4.484,4.104,4.980950415,5.911904413999999,5.363911948,6.094863269,5.750171484,5.620233899,7.431792635,7.421811089,7.6000954179999995,8.191518268,9.708998718,9.589318399,8.305436183,8.720401071,8.902778543,8.560644684,8.299480058,8.502798025,7.393761417,4.886256561000001,3.88,3.11,3.96,3.7260000000000004,5.852,5.689562135,5.16,6.032,4.888,4.716,1.19,0.44249060700000004,0.026443248,0.27375,2.772
10.84682941,0.40525,0.6525,0.66,0.424,0.0,2.904,2.156,3.1519999999999997,5.012,4.6160000000000005,4.6160000000000005,4.236000000000001,4.911550757,5.903642429,5.317805887,6.05183337,5.625171787999999,5.501556304,7.344599594,7.33568258,7.508575200000001,8.168478353,9.683093936,9.553096332,8.250110077,8.653281239,8.802520535,8.441543372,8.188739238,8.339462776,7.158083629,5.864,4.08,3.31,4.16,3.926,6.0520000000000005,5.449653129,5.36,6.232,5.088,4.916,1.3219999999999998,0.30075,0.424,0.511297844,2.904
12.46533203,2.7539999999999996,3.0,3.008,2.772,2.904,0.0,2.033,3.112,4.34,3.944,3.944,3.5639999999999996,2.548,3.67,2.932,4.144,3.7960000000000003,3.7960000000000003,5.239467923,5.229749047,5.407117688,6.080659355,7.589682147,7.450134915,6.137529011,6.539715648,6.710248869,6.378246992,6.111171325,6.39828546,5.653777347999999,6.064,6.172000000000001,5.4,6.252000000000001,6.016,5.984,7.228,7.392,7.528,6.3839999999999995,7.007999999999999,3.4139999999999997,2.7239999999999998,2.772,2.498,0.018052106000000002
12.66911793,2.005,2.252,2.26,2.024,2.156,2.033,0.0,1.272,3.1319999999999997,2.736,2.736,2.356,3.372,4.492,3.7560000000000002,4.9639999999999995,4.62,4.62,6.082190708,6.06605502,6.271306902999999,6.476413363,7.9839925570000005,7.913641308,6.748755254,7.218413152,7.590712283999999,7.378946253,7.070349587000001,7.641691452000001,7.230476163,6.888,5.4239999999999995,4.652,5.504,5.268,6.808,5.673267953,6.704,5.009795314,6.432,6.26,2.6660000000000004,1.975,2.024,1.75,2.033
13.80702686,3.647910749,3.248,3.919927222,3.02,3.1519999999999997,3.112,1.272,0.0,2.7939999999999996,2.4,2.4,2.02,3.036,4.156000000000001,3.418,4.628,4.284,4.284,5.129104128,5.10912493,5.32625133,5.2614900780000005,6.745189964,6.704102881,5.632025392999999,6.12830532,6.6189992460000004,6.5011600089999995,6.169040596,6.9749829089999995,7.050412958,6.5520000000000005,6.42,5.648,6.5,6.263999999999999,6.472,5.681662284,7.7,5.253904363,6.872000000000001,7.256,3.662,2.972,3.02,2.7460000000000004,3.112
14.53582287,4.86,5.1080000000000005,5.1160000000000005,4.88,5.012,4.34,3.1319999999999997,2.7939999999999996,0.0,0.3945,0.3945,0.7745,1.79,2.91,2.174,3.384,3.0380000000000003,3.0380000000000003,4.34,4.343999999999999,4.532,5.4079999999999995,5.533956309,5.478844175,4.948,6.552721,5.394964312999999,5.30924534,5.2042470000000005,5.881767314,6.288663515,5.303999999999999,8.28,7.404,7.232,7.0360000000000005,5.224,5.1207153839999995,6.632000000000001,6.76818,5.624,6.5520000000000005,5.52,4.832,4.88,4.604,4.34
