42.4593,-73.1903
42.15754033,-73.0973835
42.12363367,-73.09405367
42.10128233,-73.0745985
42.091234,-73.07586867
42.08108967,-73.07312233
42.093218,-73.07512433
42.09296583,-73.07814267
42.1051345,-73.091381
42.10299667,-73.090177
42.10311517,-73.10266133
42.09902133,-73.10026317
42.0720185,-73.12976
42.05052417,-73.12374833
42.05465417,-73.11090217
42.05862233,-73.15239033
42.05864333,-73.1523155
42.0616175,-73.15099633
42.07683067,-73.16256617
42.06897133,-73.15209383
42.0957485,-73.15443983
42.11608633,-73.16453883
42.1402805,-73.18310583
42.16073233,-73.15467217
42.18896317,-73.13929333
42.25958067,-73.22154217
42.253729,-73.2061075
42.25533617,-73.20494367
42.25146617,-73.208583
42.248352,-73.20679983
42.2439975,-73.201884
42.24235783,-73.21967267
42.23341767,-73.2106965
42.2269165,-73.207752
42.22585533,-73.20505983
42.21603817,-73.188065
42.191864,-73.216117
42.188678,-73.20544583
42.18156217,-73.187737
42.180221,-73.18427417
42.18187267,-73.17977283
42.177125,-73.174099
42.174833,-73.1924445
42.17733817,-73.19293983
42.17538083,-73.19776767
42.17922167,-73.207085
42.17911033,-73.211629
42.18119133,-73.224689
42.17891817,-73.21975517
42.17926167,-73.21301717
42.1793745,-73.212988
42.164655,-73.17621417
42.15328317,-73.22360583
42.1687785,-73.23721933
42.18242967,-73.2448815
42.17959117,-73.25325583
42.17926,-73.24765517
42.15233433,-73.25945467
42.15249533,-73.250286
42.16444533,-73.26116733
42.170359,-73.26575333
42.1727405,-73.2698535
42.155901,-73.275219
42.10208933,-73.234395
42.09913683,-73.23267983
42.098742,-73.23281483
42.09708067,-73.22516367
42.08318783,-73.197563
42.09701883,-73.23205383
42.12876817,-73.23006367
