100
97	72	0
87	33	683
39	83	1101
36	61	4720
80	52	959
62	50	4769
96	96	2771
30	20	777
42	54	673
55	76	4156
98	71	4532
17	88	2947
77	63	1764
22	10	834
50	84	2716
79	65	1900
36	45	4915
88	4	2158
9	23	4241
86	56	4063
81	5	2622
73	89	65
11	98	3576
49	95	2668
91	59	2426
81	9	2127
64	69	2557
45	91	3599
33	15	1303
48	71	4512
98	86	4986
91	84	1904
100	69	3588
57	5	2261
87	39	4734
97	7	1539
7	17	4484
11	40	4017
21	24	3485
66	74	2811
50	70	4444
74	89	1187
51	20	1165
65	66	4959
29	90	812
70	48	3143
91	80	2331
58	40	2193
33	36	326
44	7	2015
84	28	201
100	44	4534
86	24	4964
92	75	2523
34	79	2258
89	50	4805
60	92	1008
42	14	154
89	61	379
93	94	128
41	88	2177
12	91	981
4	60	833
25	30	2761
71	66	1438
18	37	4644
50	67	1071
91	3	4635
40	90	2646
49	20	794
96	46	3935
94	23	2838
51	59	2380
10	36	383
48	6	1614
6	62	429
34	38	2633
16	2	1106
55	98	4149
98	55	2819
39	5	1570
59	71	3135
73	10	170
32	21	2495
80	7	1962
32	55	1057
95	86	1150
23	94	507
44	32	2911
18	60	3211
38	49	448
52	60	956
64	96	3566
38	37	4186
3	45	1811
53	16	4535
54	29	845
66	42	4507
86	90	3048
53	41	2288
6	95	1726
