100
93	42	0
46	21	865
75	96	531
76	96	4008
30	62	1328
56	93	1096
16	2	2545
62	40	3601
40	72	3540
33	56	4375
75	3	2853
84	36	663
76	56	2684
90	96	1317
10	52	3803
91	92	1042
51	90	4261
65	87	4457
43	76	1223
32	80	2241
86	78	3027
33	54	1391
46	10	591
45	68	1563
38	89	3075
78	58	4917
96	42	1158
12	55	163
73	17	954
27	94	1647
81	81	2353
74	25	4755
17	48	1942
48	97	911
84	27	1183
8	15	2660
59	35	914
7	64	3737
12	57	1481
71	84	1694
21	98	4435
96	86	1377
3	25	3300
3	10	876
90	23	4137
13	96	3297
85	74	1274
90	87	2869
12	83	3447
10	23	2174
4	58	749
98	43	4525
47	67	3176
4	66	1133
10	79	276
56	63	4588
92	21	2354
49	79	2153
9	38	4141
20	34	1932
58	8	1310
70	60	3599
74	93	998
78	91	2672
19	69	3935
61	67	3389
22	32	3228
36	84	784
13	8	1401
43	33	2677
51	67	390
59	58	3776
16	82	4085
91	1	4669
42	22	725
68	36	734
72	9	2587
12	72	4989
19	53	2777
14	28	759
87	81	1813
98	59	2997
75	67	4583
100	38	3442
85	98	2903
32	61	801
65	61	1373
77	99	389
27	8	1843
65	46	381
47	69	3780
94	5	157
95	66	1185
42	44	646
5	24	674
16	68	490
34	97	4562
10	57	4592
15	32	4880
3	81	1704
58	77	2167
