50
93	92	0
45	74	407
46	46	1470
81	58	1162
57	6	1079
77	85	1396
15	71	748
78	39	2239
50	61	2055
59	37	2305
47	71	1475
33	7	1193
62	43	551
84	5	601
53	85	1569
83	86	385
13	97	820
73	46	2408
18	12	1516
3	49	1312
94	30	377
85	58	1685
7	58	160
50	84	730
62	11	458
94	59	520
48	6	367
70	75	2229
96	98	728
30	67	1073
76	90	1084
68	94	1845
26	67	1627
73	2	249
29	83	2466
37	7	2292
14	59	325
23	99	1091
21	5	650
55	91	734
99	41	1031
19	28	378
66	28	738
40	64	1051
13	71	2300
31	33	2050
73	13	1009
70	25	116
46	88	2144
9	80	795
94	43	151
