500
297	319	0
54	28	12765
81	232	4206
388	215	15292
225	345	21669
418	2	3942
277	318	1112
4	42	24660
318	31	25514
394	176	32458
327	296	21676
156	446	15565
198	117	21368
452	75	16490
364	146	25091
245	181	6352
215	219	23924
243	236	20789
288	118	29677
183	40	1982
409	444	16698
266	218	19401
257	248	32703
334	18	10814
39	307	21053
99	411	18196
245	186	18742
28	275	24669
168	474	15304
185	162	7543
160	342	24227
131	426	22600
313	306	7960
190	220	10375
27	340	16324
180	134	14012
161	225	28204
417	483	16793
230	284	9104
82	18	18328
341	383	8557
284	65	7942
322	342	13283
373	373	27596
263	151	16371
366	171	25455
391	132	11475
36	207	17257
20	419	17216
500	288	29223
494	433	13433
393	81	10778
350	204	20436
447	188	22210
147	203	28079
49	272	9096
158	75	25027
124	238	24309
388	402	32842
399	241	18186
110	392	16894
394	32	12660
391	142	9109
204	417	13766
280	352	1131
418	329	30533
150	140	26948
226	294	16569
361	350	22953
75	302	30112
222	482	21393
422	337	16259
443	154	25193
436	106	5806
35	209	29986
206	204	16262
354	392	27172
306	255	20066
256	205	7165
271	278	2415
52	351	12240
331	308	24700
222	403	22867
474	16	11696
95	84	3968
160	374	22996
437	304	21822
282	101	368
164	341	18748
176	425	23107
125	308	17806
284	419	23461
152	299	14802
283	426	32775
351	352	174
260	341	25501
311	114	10033
266	269	1160
204	368	30380
321	314	15765
469	283	4257
203	29	25349
38	54	3273
99	276	333
304	313	7776
441	28	5824
282	446	9370
13	370	11111
179	215	6076
144	211	21228
306	319	23841
88	483	1605
49	296	31665
391	335	14230
353	386	14122
343	88	13774
416	273	12280
342	473	24507
38	319	14840
233	404	23741
360	199	24169
470	326	23446
398	76	20913
164	367	5030
126	195	25337
350	352	28125
15	48	28622
61	410	7487
271	1	30757
13	205	7444
195	10	10100
7	62	5435
382	338	32151
359	486	25762
216	390	22882
437	357	1628
348	81	1787
141	308	12914
131	351	10097
399	51	9773
197	246	208
3	172	25899
139	180	13015
375	157	4895
0	287	12906
81	160	29800
17	495	30328
170	291	27636
332	210	22874
175	431	5654
113	263	12485
352	332	4902
297	494	10601
473	42	27064
401	129	12487
270	389	26630
114	330	28582
343	70	566
105	61	30941
119	85	24321
274	168	7149
186	54	28177
377	300	2620
79	157	11989
245	78	585
354	245	31577
40	134	23875
12	356	3873
252	427	31644
126	173	25605
398	471	13196
221	178	11156
115	361	21293
253	23	7498
105	240	28772
270	387	20799
146	107	4860
56	322	30498
94	88	4335
373	369	32004
115	83	9675
96	445	20249
71	403	25881
340	284	17860
276	321	26072
401	426	27958
76	141	17555
84	41	22573
451	206	1890
257	87	26172
97	470	15538
197	80	27493
184	23	28277
64	478	3071
255	225	1955
81	465	31573
453	317	28879
246	126	19366
47	175	18927
150	297	7399
444	71	5469
238	102	1713
153	105	21519
85	431	15503
391	186	12066
18	397	14573
303	205	32640
160	11	9812
474	287	4379
219	112	1529
213	277	22178
122	313	6623
285	329	8378
288	461	32704
74	256	5262
147	408	23047
350	24	1714
219	81	14044
114	33	16738
338	129	25278
219	74	17740
341	164	26992
213	103	28360
308	355	18468
116	224	31460
175	394	28082
84	18	22877
307	106	27859
153	119	4831
347	201	7171
24	156	26836
425	455	30878
101	482	7375
66	321	23337
211	299	26253
348	242	23316
234	97	10858
170	178	6289
80	27	24356
182	115	14244
226	110	21749
223	71	19080
254	422	27903
336	367	30188
113	139	20495
186	175	17186
33	89	4648
472	105	30861
320	198	11528
143	359	30523
459	479	12125
13	208	4122
251	435	14185
91	308	32616
426	40	22163
214	122	16815
434	177	1089
298	467	28584
370	167	2669
301	448	31224
238	296	8891
214	291	22821
6	469	5614
163	353	11367
148	381	4364
452	308	1402
140	352	8118
117	291	4253
101	220	19811
330	500	16853
36	411	7666
225	36	29544
389	108	14712
472	487	20938
347	133	19238
183	25	19464
118	450	9904
475	34	22292
110	417	17067
267	23	3646
239	189	13291
139	362	17883
302	402	27605
339	84	26672
130	39	25306
255	278	15830
462	111	20102
428	344	25505
252	40	32774
461	111	20776
366	406	32507
356	108	7743
356	413	21090
158	467	4981
280	255	16520
439	266	2046
263	236	9453
487	291	3794
258	313	1183
248	8	26637
201	431	5413
371	246	23801
19	312	25307
427	361	2128
202	64	20075
119	401	3387
372	271	15336
83	30	22169
72	451	4101
89	233	7167
215	8	8796
230	62	19552
407	89	10110
422	444	7372
87	474	10484
300	313	30898
190	389	15300
328	84	25001
292	393	17865
214	231	357
434	221	5785
442	493	13457
78	220	27897
17	455	22435
401	283	17608
238	51	32272
381	405	28470
78	219	7834
373	268	16173
11	248	25449
132	477	29190
346	75	28700
491	356	29554
415	51	14396
128	433	26240
174	427	27666
157	8	22354
66	103	21260
460	446	24737
204	375	22003
495	80	27094
213	220	6374
9	378	15870
313	372	10140
377	245	18153
460	207	23159
5	118	27115
126	200	21919
12	233	12339
60	484	18434
141	216	16746
83	248	12629
95	375	9955
269	25	8784
260	345	23602
78	108	10344
19	468	4848
264	115	28800
96	62	14747
156	486	18087
153	447	31344
115	405	21153
80	394	5314
269	422	15597
179	371	19550
333	297	16834
211	229	30324
105	321	22049
490	225	19157
469	133	23363
489	17	11359
465	302	4380
157	26	1533
281	190	30721
404	294	14280
216	352	23230
450	252	2179
466	3	16839
499	8	1930
298	302	4453
431	75	7424
445	486	29653
483	160	22346
298	104	19633
99	412	16817
222	375	1107
419	266	11469
82	433	5987
106	284	18127
295	478	26444
461	116	19032
496	91	7206
32	492	9455
140	240	4585
168	362	28664
124	229	26459
224	102	31251
248	120	4550
367	403	29761
108	380	17035
193	245	21864
228	281	17298
89	97	26107
36	305	20389
79	227	10814
478	90	1914
61	273	18393
389	152	25156
179	453	5080
408	434	30511
261	65	11875
49	423	18670
29	164	22051
233	350	3112
41	53	13099
372	262	29092
59	487	11499
328	456	11274
307	218	3839
324	50	12233
306	292	24966
142	213	660
262	210	25205
176	310	31950
186	373	16352
178	481	14746
214	427	23342
266	428	2427
333	425	18454
32	403	24379
445	410	21823
319	191	28996
3	351	22379
500	87	3941
142	44	10826
335	128	23926
32	371	4484
239	115	14246
390	80	14026
31	170	32537
364	443	17774
0	355	2004
233	463	24528
359	119	5875
139	2	8830
419	84	23953
288	475	4800
68	435	993
342	8	25000
365	435	19375
431	188	2430
347	327	32499
16	308	22766
363	141	1498
35	235	22460
19	165	3654
41	309	1101
67	106	17982
286	389	138
302	199	17401
465	465	31020
307	278	1583
43	453	8856
127	91	26529
411	76	25251
185	341	8423
276	469	26661
30	263	3175
36	398	26938
247	213	8014
54	233	25417
94	56	13830
58	68	12018
210	366	24437
109	125	29022
460	197	7815
344	339	15281
251	448	21599
449	254	19328
398	83	10195
60	132	3453
362	225	31442
44	410	30102
445	381	6603
381	393	4548
268	333	22657
67	333	4213
102	432	13600
274	271	23080
401	342	5801
201	295	24436
88	472	15018
327	100	16650
445	132	2667
11	488	31007
170	166	27638
155	202	16161
438	83	17546
371	234	25728
43	454	12369
361	496	21300
