500
390	148	0
69	267	9907
401	226	7436
81	227	28108
314	259	23869
213	19	10743
230	56	31480
433	301	32165
252	318	1893
350	348	6127
482	216	30284
297	385	8548
333	492	9600
332	134	18606
198	41	24763
309	165	5138
213	169	13515
412	369	24755
147	493	13792
275	138	30426
178	169	24594
105	73	3969
75	415	7850
430	309	21160
45	24	12762
362	272	31880
271	329	2417
29	456	27326
389	310	31270
55	41	10798
445	310	22280
231	443	16357
72	51	2813
274	104	23095
418	416	24717
307	116	3854
90	183	6684
446	3	26375
120	185	24452
159	239	9981
232	76	3445
250	325	31659
410	185	31230
148	13	21200
49	124	31674
358	494	8783
196	141	30544
238	142	22966
140	395	2853
481	124	10200
383	113	21866
449	472	13979
244	342	7995
237	434	14609
118	236	24600
128	185	31867
152	83	26984
314	228	12641
357	36	25944
26	62	11863
422	235	17734
467	438	7083
242	291	14443
191	301	25302
422	315	3442
310	220	17452
290	466	6869
176	406	927
164	203	15352
430	130	25445
397	207	12456
51	133	580
471	169	3020
309	345	19239
148	398	15295
240	498	19975
445	458	30638
64	458	783
449	278	2690
157	352	27849
247	444	12209
491	327	24649
464	125	3529
166	11	30474
199	339	850
431	499	29969
364	0	26216
345	461	25250
186	471	19118
441	180	20784
399	52	20619
69	110	21617
381	123	15292
280	280	5159
266	388	26697
402	116	28015
276	428	24264
208	19	12983
308	5	32833
299	268	18841
29	338	24509
102	86	28563
5	284	9484
128	434	5495
120	146	4405
371	375	32265
300	47	29146
496	74	1024
325	76	24760
201	272	12873
217	173	25352
397	307	4842
496	430	28088
98	8	18822
303	286	15429
160	50	15644
160	305	8524
253	78	9095
384	493	12341
222	212	11446
423	364	31497
212	217	1587
124	194	28481
207	458	4569
196	180	24696
367	441	11985
403	450	14506
316	27	2720
222	129	8535
251	152	22259
10	414	7253
36	119	27098
428	359	4620
151	304	31756
142	327	32770
154	342	10855
77	312	23994
31	130	28692
218	74	11555
90	221	28274
245	312	29938
271	435	7775
6	301	23973
36	271	23008
99	219	17374
210	445	1938
67	100	5063
417	131	3958
495	136	401
15	232	19438
499	252	19444
152	264	18555
388	190	22304
348	181	23569
9	30	14422
237	212	7675
48	365	10427
357	42	10088
286	75	3879
138	422	9930
97	408	12307
471	24	18542
189	322	18453
497	130	27329
354	286	22489
16	470	8596
253	497	8002
147	307	20480
492	216	26129
135	76	24407
3	172	20208
443	171	1194
11	249	25415
23	192	21995
78	386	26829
405	256	3463
17	423	25913
484	166	8735
170	323	6649
173	50	31798
323	477	9071
280	268	5050
281	61	24878
275	192	25688
354	123	28472
317	163	17885
283	377	30379
206	228	14154
367	386	31985
123	455	25312
298	112	26475
322	438	29030
487	4	5226
150	289	426
382	110	13853
43	218	23974
50	391	10507
386	17	6144
36	205	28947
373	29	22413
265	161	21991
275	429	28835
10	284	3003
228	404	18669
178	219	20017
460	41	3011
439	400	2395
80	24	17616
463	408	13893
326	450	2170
277	458	10962
412	350	4203
12	225	30122
363	248	19003
50	458	10686
483	320	30253
346	93	1603
340	4	6296
423	301	19277
414	112	7368
334	201	15517
293	302	25404
73	160	20514
72	462	25007
229	407	4600
321	348	24531
382	407	27922
285	53	20603
11	193	28186
198	131	16921
435	113	30708
349	458	22842
44	199	2741
298	155	10720
340	101	27815
370	153	14821
53	306	20559
333	230	6609
350	68	22505
393	89	21255
398	288	21294
395	324	2017
303	261	29648
370	325	24759
179	24	23868
327	479	24794
379	229	28387
419	225	13459
138	274	5222
387	293	3358
156	122	10881
407	221	5273
380	18	15000
243	456	21996
496	66	26891
342	133	11723
411	354	6916
265	356	9847
227	93	17095
81	54	23611
478	463	1842
141	246	8494
148	131	20017
342	295	11368
230	131	5003
298	469	31028
346	67	21056
39	400	25342
190	342	29559
141	255	31727
318	363	527
422	214	22119
35	426	3061
98	67	22296
414	237	31024
33	19	1435
194	270	13421
484	23	27070
88	409	5979
473	231	7425
255	95	17174
177	373	16854
461	406	23344
483	162	26272
186	295	15449
97	39	1692
200	431	27525
337	339	22308
369	337	22859
15	216	31751
207	297	26064
44	389	6322
445	221	18104
154	46	23492
121	420	7423
368	489	29173
472	9	14412
120	338	11088
130	373	28107
160	374	18977
396	411	14580
136	363	20686
103	9	18103
496	410	11706
336	438	24473
91	207	3334
24	141	4725
135	225	6306
174	108	18376
400	189	8110
248	285	5037
287	414	28557
471	231	29601
179	334	14012
63	470	31217
191	291	24592
181	240	31507
234	421	26639
68	102	8053
10	216	7402
190	94	10534
353	82	26820
363	401	22065
32	478	9145
155	238	30196
425	466	15713
49	392	9068
193	242	2427
169	135	29180
358	476	29840
46	462	17323
404	59	32646
227	346	5254
319	51	23476
214	480	31285
194	440	31450
11	186	1893
282	23	9733
299	477	26615
162	489	15279
487	435	22704
386	35	24586
182	393	28783
253	99	11944
310	110	14631
114	17	21038
442	382	29780
329	214	20446
48	311	9740
277	227	3931
235	178	25449
65	153	803
210	113	6866
311	355	24214
485	33	26723
157	489	7824
101	35	19967
392	192	13138
380	208	13211
335	2	6804
470	61	27973
357	351	27616
194	26	11462
196	185	6049
487	230	28083
442	67	1622
408	498	1184
345	318	9349
24	287	27813
328	43	873
153	1	31109
350	103	3965
252	394	7017
7	373	11267
459	19	18551
12	360	9562
48	408	23709
452	12	23723
324	459	4321
443	288	3259
215	216	23880
104	327	14484
85	8	11162
457	288	21379
18	136	29654
172	191	11664
113	74	18076
279	342	12019
27	382	32388
245	156	21321
310	278	14370
60	471	4252
275	88	3268
213	177	3462
429	8	22749
208	234	10080
232	395	8740
4	407	23912
196	39	25133
28	306	22628
86	104	11723
137	45	27133
251	216	6606
184	112	16274
337	383	14667
76	260	9668
403	200	20108
457	24	23513
208	52	21990
411	161	1134
187	268	26010
332	120	28134
365	412	14644
340	344	16090
251	190	31623
389	7	7229
450	150	10734
468	492	3372
36	154	27756
8	206	32864
425	300	10430
421	44	21037
285	265	10801
384	98	5501
234	269	26057
269	421	14615
353	100	18723
361	437	18985
269	426	32799
258	318	3297
336	325	9188
73	416	845
159	250	7645
365	58	32795
10	379	29046
398	310	29922
360	47	20248
157	8	6177
83	221	18693
227	165	9679
65	220	22559
462	54	23451
259	128	24273
44	65	21009
428	109	16807
361	150	9535
116	73	28721
317	449	11920
92	395	28185
481	412	5766
295	152	10651
205	499	16007
39	58	26408
110	291	3169
0	79	6735
75	84	8407
245	404	16831
120	299	12544
317	244	21489
331	275	7518
153	153	19451
203	299	27684
336	329	28122
59	412	22819
455	91	17111
420	360	21666
92	495	30866
480	240	24548
188	281	28482
62	175	28743
321	118	3538
216	108	5664
143	336	17627
325	33	22127
17	105	15804
377	230	5689
84	264	30640
293	366	4941
315	255	13682
443	1	7600
282	361	7297
243	353	18687
180	198	9649
479	390	6929
362	178	16596
249	80	32368
404	381	10569
148	379	25894
459	46	7429
111	275	7429
425	133	8688
39	481	18051
189	162	15915
92	95	29228
455	277	30722
314	305	20503
436	241	22629
460	480	22227
414	317	32211
163	197	13501
441	230	7339
