50
27	18	0
82	29	2461
64	83	202
51	40	2326
61	86	1870
24	86	1267
88	18	1965
68	98	99
26	60	744
14	6	102
53	42	65
44	16	2462
63	88	2452
6	53	2237
6	16	1268
94	56	1078
72	97	2343
18	58	608
96	52	1471
90	63	1140
17	90	800
63	28	2413
63	61	557
30	78	2439
93	41	1967
44	61	1468
81	5	78
56	59	1232
51	15	1249
13	78	580
70	75	1565
49	20	2252
92	91	969
86	66	2082
68	70	1841
76	76	2472
19	4	571
25	30	2204
67	90	2420
2	9	256
53	96	2474
88	62	1384
8	52	1355
69	37	588
14	79	1002
27	25	338
40	5	2121
29	6	2058
58	14	1583
65	39	1291
47	63	2090
