500
206	138	0
477	300	2916
331	425	10196
276	500	22184
221	470	1092
470	30	15804
25	192	14496
450	4	15278
287	62	19921
246	271	7051
407	285	23828
277	211	10115
73	67	14123
375	240	9510
57	283	32297
81	478	26609
19	139	32223
484	292	30923
200	137	28552
128	150	11409
163	442	15048
229	9	29453
444	461	25453
252	177	20160
288	225	32151
77	351	26423
328	391	5400
298	298	14414
375	455	20251
403	365	13209
185	493	21337
367	284	583
369	14	9223
398	466	24419
313	249	31798
387	245	28759
263	460	19302
290	271	32668
464	92	7245
488	1	15392
486	348	20587
374	1	2326
141	15	20536
188	7	25866
113	117	22616
363	443	20144
211	231	3424
401	357	762
377	32	3883
43	477	21977
328	407	31369
247	333	14425
4	202	32682
244	161	18278
169	451	27050
180	26	22357
353	144	4685
123	384	6737
482	371	15268
429	20	20897
371	424	654
261	79	13778
449	182	8798
247	133	29482
364	350	29137
69	496	18921
361	394	5561
478	227	9822
71	235	2531
13	41	31632
100	46	28520
434	71	5837
61	215	16284
140	179	12360
441	314	1320
81	283	4006
438	141	9630
432	392	7897
164	175	11142
47	312	25954
356	17	28834
457	209	20145
476	136	1829
429	4	12967
353	17	4818
345	290	25605
248	24	1489
428	218	22636
489	56	3326
69	79	12710
62	341	29589
282	6	29464
303	420	24027
39	18	31501
76	179	170
19	358	15132
83	471	13759
14	317	28447
195	199	9333
27	11	32491
443	399	19131
319	299	13688
59	174	17538
423	315	14532
215	50	30979
382	294	8329
340	86	29042
247	167	24345
159	308	4997
75	107	21332
355	301	16228
464	3	31929
475	43	31561
376	39	31391
489	291	29611
277	356	9474
134	120	30366
340	478	24281
432	425	5452
254	476	24538
25	473	25214
378	50	28080
225	329	8109
270	8	6239
404	238	4320
357	326	4479
128	293	24344
255	243	9723
167	452	8636
7	107	22567
285	257	12786
261	415	1720
426	310	2199
140	252	22109
218	348	16526
338	80	20738
404	490	3393
186	86	18632
120	485	25467
225	39	4498
138	37	3286
35	358	20529
472	44	16910
348	341	31056
498	310	15131
200	269	21460
461	87	28708
141	330	7539
20	491	9262
283	60	28971
222	153	865
167	272	16035
41	158	15206
261	160	28811
380	114	30116
60	34	16364
162	422	16481
83	400	11636
419	85	16744
275	325	18836
9	119	7293
73	291	29034
351	408	6154
158	7	19485
320	74	13622
156	358	11251
202	192	7117
314	464	21938
330	424	15553
389	43	264
314	413	30859
305	31	26358
483	498	28956
306	166	6331
453	87	16857
147	488	20811
444	269	28751
77	452	14796
238	490	613
127	119	11583
433	362	828
480	118	32040
369	455	22602
427	332	3463
366	124	30523
181	24	17168
183	224	32468
66	336	27737
310	264	794
335	385	9871
13	363	16374
152	389	31730
250	46	16629
487	47	2927
361	242	1047
444	104	25731
171	48	13919
298	326	9749
387	76	9602
234	317	31812
448	488	33135
78	405	299
202	25	9477
28	20	9225
55	109	3681
130	301	22804
488	365	25075
56	354	15475
78	120	3994
407	388	27898
413	216	442
85	166	27409
