100
44	29	0
44	22	3028
63	30	1345
73	12	2270
49	38	1055
29	82	1400
3	53	2353
40	99	1711
13	92	2289
76	67	70
93	75	2653
32	69	3721
26	15	2504
35	79	3350
83	68	4285
51	39	1289
54	63	3624
65	46	2848
57	71	1784
23	26	355
69	41	1218
96	54	98
41	55	1882
78	89	3492
38	28	229
45	88	2456
76	11	4915
8	72	3204
79	18	2772
96	88	4240
52	42	383
74	69	819
73	72	3119
50	14	2839
7	76	3360
83	97	4012
47	79	4813
27	30	4407
84	80	4743
30	83	1143
11	40	4453
35	94	2060
56	0	415
89	61	342
64	50	3599
5	62	1028
10	2	4351
88	84	3284
62	3	4451
81	9	2669
92	31	2090
23	48	3745
40	9	614
80	57	398
21	85	4714
54	31	4169
9	16	2184
11	18	4725
58	93	3495
51	36	429
8	53	3204
53	47	1731
41	16	4227
9	58	1591
19	83	4263
3	15	2423
83	50	4381
23	55	4509
45	61	2943
82	82	4499
34	52	380
25	34	3562
53	20	2009
1	96	2647
98	68	3020
84	51	2131
78	52	2362
99	94	381
22	83	1153
71	22	1859
84	15	4500
29	20	3771
42	76	3651
84	47	2793
0	49	187
23	57	2151
93	93	3377
33	46	2737
4	95	558
2	69	1190
82	30	2137
95	9	3750
82	44	1975
68	54	1151
19	27	4283
21	54	3580
40	83	4644
38	15	2533
19	77	2226
19	6	1351
84	60	1306
