200
93	5	0
1	9	9544
89	19	1403
27	41	957
23	32	3956
17	47	9257
90	63	6551
67	34	7530
3	12	3583
17	11	6516
29	57	3591
37	16	6085
53	90	3779
69	8	9725
75	23	3755
77	45	3865
39	28	4874
91	47	607
6	21	9673
19	77	9566
60	57	1983
18	48	6764
72	58	9337
78	73	8127
94	30	4538
29	70	9965
25	95	2456
11	41	3200
9	93	5596
30	44	1484
11	79	7517
32	68	6912
35	72	3732
10	24	9663
21	80	2446
98	82	6974
96	63	4197
48	47	5478
8	45	7494
50	17	2356
13	47	4471
94	7	2392
66	59	4636
24	92	2169
59	4	4474
3	42	880
72	26	2742
14	7	7187
83	51	6512
36	32	8233
88	55	1116
9	45	8527
94	85	4942
26	11	3649
25	66	9152
83	89	8740
8	44	2222
99	90	9583
77	98	559
56	58	9133
62	72	2435
64	94	9214
7	44	4620
8	39	1566
78	10	2771
64	13	1771
2	84	5375
65	55	2009
7	87	6815
88	57	614
92	40	5198
42	20	3898
18	27	7456
46	37	719
23	40	7754
49	29	6641
65	74	6510
8	46	1743
3	93	647
59	45	1606
4	21	5185
3	63	9059
1	83	2969
42	6	4205
80	60	9383
84	58	5468
19	67	2296
59	41	2873
73	34	3529
52	21	7021
13	89	417
15	3	2058
10	16	1195
43	96	1396
91	10	3522
83	8	9488
36	84	407
79	32	1683
62	47	3892
84	94	792
48	22	5621
82	39	907
54	21	5076
29	86	9695
93	28	5019
51	69	2311
92	28	1778
29	75	633
27	30	6736
93	97	7702
40	9	7513
60	14	7124
40	26	9817
31	22	3401
1	46	588
99	20	2087
37	23	9406
64	78	1606
88	58	2019
16	94	377
88	1	2100
90	59	1699
50	19	369
31	49	1315
37	80	975
98	52	3123
61	85	7572
33	53	5143
72	4	9257
17	89	1874
77	32	821
60	87	319
64	37	7714
26	7	2675
52	8	851
48	6	244
62	73	9503
34	23	3556
14	1	8016
30	28	5469
51	53	1664
15	19	773
5	8	1318
14	18	8071
79	1	9660
9	41	8301
90	33	2472
8	99	9218
35	69	6502
84	10	820
18	84	3077
17	66	3636
5	93	844
64	48	4947
53	91	7398
97	20	9998
73	70	5343
15	11	5244
64	27	7277
80	4	2134
98	32	1661
94	40	3110
78	55	2847
48	66	3346
49	50	8262
66	25	7600
97	74	9230
83	22	2404
1	38	1160
74	70	4200
78	85	9509
71	35	6884
94	74	8027
83	90	4606
70	72	3755
72	11	8973
58	35	2186
76	2	2547
21	84	6401
50	2	3722
93	40	1255
16	42	1244
42	43	5633
71	24	1311
23	11	5798
76	82	7705
39	58	4159
55	87	4533
99	41	8419
24	74	5675
96	47	5844
98	40	6644
77	80	8944
73	95	6961
40	81	7173
52	19	175
47	28	4589
96	5	3421
47	38	7191
72	25	4986
35	46	2691
