50	50
60.1	71
11.8	36.2
17.6	31.6
85	39.8
25.5	22.6
66.4	68.6
71.1	16.2
31.5	64.2
69.6	91.5
98.3	12.8
56	46.5
13.4	94.1
77.3	7.6
12.7	48.8
38.7	68.9
25.1	12.9
90.2	2.6
87.3	40.3
95.7	32.7
81.4	39.3
88.3	36.7
90.3	27.6
80.6	40.2
89.4	30
86.2	24.3
89.7	35.4
89.7	36.4
94.1	35.7
87.5	38.4
90.6	29
83.1	38.1
91.3	40.3
92.3	27.2
88	33.5
80.8	35.2
86	24.7
84.7	35.7
79.2	40.8
92.4	34.5
95	27.9
89.2	36.4
90.4	33.2
85.7	31.3
92	27.6
36.2	69.3
29.4	65.1
41.9	52.9
42.9	53.1
41.6	53.8
42.1	53.5
34.9	69.4
45.5	69.4
29.6	62.6
37.2	54.3
37.8	64.2
40.6	54.5
38.5	69.5
30.9	65.6
31.6	60.5
31.9	57.6
32.2	58.7
37.6	65.4
38.3	67.3
44.5	59.1
41.9	65.1
38	61.1
45.9	65
41.2	69
44	69.4
36.4	59.4
31.9	54.4
35.9	65.2
28.8	64.8
88.1	67.2
81.5	66.8
92	68.5
85.6	61
84.5	62.9
90	65.2
83.4	61.8
89	65.8
87.9	60.6
87.9	72.4
84.4	67.9
93.3	70.5
84.9	67.7
82.1	60.4
85.3	62.5
86.9	62.8
82.7	69.9
93.5	66.4
82.3	74.5
81.4	73.1
92.6	72.8
88.9	72.8
84.2	68.5
87.8	66.6
91.5	68.3
86.5	71.4
93	65
50	50
