50	50
57.6	92.7
70	79
98	45.8
50	97.8
2.4	26.7
81	46.7
70.8	56.4
33.3	59.9
27.6	88.5
19.5	61.9
75.7	60.4
26.4	14.7
93.8	21.6
28.2	5.4
3.5	72.5
28.6	8.6
21.8	95.8
22.1	94.5
20.6	97.8
26.3	97.1
27.2	97.6
18.8	94.3
26.7	92.6
19	93.1
20.5	96.3
21.2	98.7
22.7	94.3
23.4	92.2
24.6	91.3
31.3	98.1
25.9	99.8
29.8	93.7
30.8	94.8
21.4	87
98.7	90
99.9	89.7
89.6	88.5
91.7	89.2
97.8	87.8
90.6	87.6
90.9	92.8
94.7	94.7
93.9	90.1
94.5	93
99.9	88.7
99.2	92.4
99.9	92.9
93.4	84.1
99.9	89
95.9	92
99.7	88
23.8	49
24.1	54
27	56
30.8	54.2
34.2	55.6
31.2	56.2
25.3	52.8
24.2	49.1
33.6	52.6
26	50.4
26.4	52.1
30.5	52.6
28.2	51.4
34.5	53.6
51.1	13.8
48	12.7
45.6	17.8
41.4	12.4
50.2	17.8
42.2	22.9
49.6	23.8
49.6	17.2
43.1	15.5
40.7	19.4
48.4	11.4
52.8	13.9
53.9	20.2
44.2	15.2
53.1	19
50.5	22.2
45.8	18.7
54.7	77.7
58.7	76.2
51.9	70.2
62.1	81.7
52	77.5
62.9	79.3
52.7	80
60.9	78.4
58.8	70.9
56	80.6
57.7	72.9
52.4	69.4
63.2	77.1
54.1	70.6
60.6	70.4
51.9	77.9
55.9	72.8
63.5	79.4
50	50
