50	50
46.1	28.6
6.9	42.2
44.7	19.3
18.9	29
93.4	12.2
28.5	89.1
61	58.3
67.4	92.8
95.3	44.5
78.6	8.1
10.1	68.8
14.1	62.9
98.6	78.4
55.8	96.2
58.9	82.6
94	57.1
90.5	78.2
7.3	24.5
99.9	4.1
99.9	6.5
91.6	8.4
90.1	1.7
94.4	5.2
98	4.4
96.5	9
90.3	10.9
95.7	0.8
91.6	9.8
89.7	0.6
99.9	4.1
97.5	2.5
99.9	12.1
93.8	10.8
99.9	12
99.9	5.4
90.9	0
61	60
59.8	56
63.2	63.3
61.4	62.5
64	62.7
61.4	60
59.4	51.2
56.8	51.2
63	57.3
68.1	64.4
56.6	54.7
67.1	55
59.5	51.9
67.6	53.9
55.7	54.2
57.7	61.9
61.7	62.7
32.4	22.4
34.9	23.9
25.9	30.9
30.5	27
22.8	30.6
35.4	24.7
30.1	28.6
27.9	30.7
32.7	23.7
28.6	32
26.1	26.9
35.8	29.3
33	23.9
23.2	24.3
29.4	31.5
30.1	31
83	70.4
89.9	74.1
87.7	77.3
89.8	82.4
83.6	78.1
87.3	72.8
92.8	70.6
90.5	76.3
90	73.6
93.9	70.6
83.6	72.5
85	70.4
94.2	73.7
84.4	76
83.7	78.2
92.8	72.3
91.7	74.9
86.3	80.3
46	20.6
51.6	9.5
47.7	21.6
55.7	19.5
47.9	13.1
54.3	11.7
48.4	20.5
54.4	14.6
55.8	21.5
45.3	17.9
52.7	10.6
46.2	20.2
49.9	15.7
50	50
