50	50
81.2	91.5
0.3	72.1
54.4	94.8
31.8	13.4
94.4	53.8
57.4	54.1
18.6	58.6
21.7	66.1
3.7	24.4
65.9	68.8
15.1	92.6
47.8	2.5
65	55.9
17.4	5.7
66.3	59.7
81.4	23.2
80.9	17.3
77.3	23.5
83.3	14.4
87.6	21.6
85.7	22.9
75	15.7
74.2	23.9
78.3	20.3
72.5	30.4
72.1	25.9
80.5	26.3
72.4	18.2
77	17.9
76.2	15.1
73.3	20
85.3	17.9
85.3	25.2
88.3	28.3
86.5	24.3
77	24.6
85.1	18.7
86.5	16.5
76	30.6
74.3	17.9
82.3	20.3
16.5	13.5
14.5	3.8
6	5
2.8	7.9
14.2	17
0	9.2
0.2	13.6
5.6	8.6
3.7	15.4
13.8	12.6
4.1	18.3
16.7	17.5
13.6	17.5
10	11
0	11.1
12.9	13.2
6.7	16.5
0	5.6
15.1	11.8
15.9	10
2.3	17.3
10	7.4
4.6	5.2
8.7	3.9
4.5	12.2
16.7	16.4
0	18.4
2.2	18.8
6.8	19.5
35.3	26.3
36.5	24
36.1	21.4
35.9	20.4
32	35
42.8	33.3
44.3	31.3
40.4	23.3
37.1	29.7
45.9	32.1
34.3	21.4
43.2	31
31	36.1
45.5	23
38.4	25.4
33.3	26.5
37.2	30.8
47.7	26.7
46.4	36.3
40.1	20.6
41.4	24.3
35	21.2
35.6	33
37.3	35
42.2	27.5
40.1	33.3
46.3	27.8
47.5	31.7
44.2	29
37.3	21.1
50	50
