50	50
80.5	21
90.1	59.2
91.2	50.7
92.2	53.5
99.9	54.3
99.9	53
98.3	58.6
99.9	56.2
89.7	55.3
90.4	51.8
96.4	48.4
99.9	47.1
99.3	49.2
99.9	53
99.9	47.5
99.9	49.2
98.1	53.2
99.9	54.1
62.7	75.8
69.9	73.4
74.4	76.9
62.8	78.4
72.5	81.2
66.7	81.8
67.8	84.9
61.7	78.7
72.1	81.2
65.8	83.5
65.4	83.4
67.6	78.4
73	81
62.8	73.6
71.7	74.6
64	83.1
72.8	76.6
63.6	74.2
62.9	81.5
71.8	78.4
69.8	73
65.3	74
94.1	23.4
95.6	27.3
99.9	22.5
93.8	24.3
94.2	34.6
97.4	28.6
92.5	28.6
99.9	22.5
98.7	27.6
93.6	28.3
96.5	22.1
98.5	30.2
91.9	33.9
99.9	34
95.1	25.5
96.4	29.1
91.6	25.3
99.9	34.7
99.9	22.1
99.6	24.6
94.6	27.3
8.5	67.2
21.7	69.1
19.7	68.5
11.4	69
16.3	77.8
21.1	67.3
13.2	75.2
9.2	70
11.5	77.9
11.2	74.1
20.4	71.2
13.4	74.7
12.3	69.9
10.8	77.3
15.3	73.5
19.4	70.8
9.5	75.2
16.5	69.5
19.3	69.7
37.8	8.3
43	14.9
36.5	8.8
45.2	12.4
33.1	9.4
39.7	13.8
38.4	4.4
34.1	9.1
40.1	13.9
39.3	16.1
36.6	10.6
34.3	14.2
38.3	16.3
39.6	7.1
41.4	9.5
41.9	11.7
39.8	11.5
40.6	8.9
37.3	4.8
45.5	16.1
50	50
