50	50
15.3	32.6
16.9	22.3
25.2	37.5
24.5	31.8
23.9	38.3
22.5	26.9
18.2	31.8
9.6	25.9
20.2	21.5
15.9	30.8
17	34.8
9.6	23.3
9.9	27.5
23.8	36.5
11.8	37.5
19.6	22.4
19	32.3
24.6	35.5
20.4	30.9
20.9	36.3
10.7	25.9
21	30.4
10.7	34.6
11.5	28.4
13.6	25.8
25	33.5
25.5	35.5
20	32.3
25.8	23.6
19.4	35.7
20	35.9
20.7	29.5
86.9	28.8
85.9	42
86.2	44.4
83.3	37.4
81.4	39.8
89.9	44.4
83.9	33
85	36.3
89.6	34.6
78.7	28.4
84.3	36.4
80.3	36.7
89.9	33.2
81.5	37
78.4	33.3
80.5	42.4
83.3	37
88.5	40
81.5	41.3
80.6	30
77	28.6
88.7	38.1
80.5	28.9
75.1	34
76.5	40.4
83.6	39.3
82	28.5
87	42.2
86.4	31.7
77.9	37.3
82	28.2
76.7	42.5
78	28.5
92.4	52.5
96.4	52.9
99.3	55.8
99.9	65.3
99.9	58.6
96.9	61.8
99.9	64.7
92.7	54.6
98.1	58.9
99.9	67.3
99.9	66
99.9	53.2
95.7	64.6
93.1	66.9
98.4	65.7
94.9	65.6
99.9	56.2
97.1	51.7
99.9	54.6
99.9	61.3
99.9	65.4
95.3	62.6
99.9	61.5
99.9	62.3
97.8	61.7
94.2	57.5
99.9	64.5
99.9	59.4
99.7	57.1
99.9	67.3
99.9	55.4
97	52.6
99.9	67.2
99.9	63.9
99.9	66.1
50	50
