25	25
9	5
3	17
17	14
12	21
14	4
4	10
12	11
7	14
12	19
2	11
15	20
8	13
9	15
4	12
5	21
19	3
14	10
12	4
11	11
2	12
9	15
24	10
13	21
16	16
16	1
14	10
6	17
14	10
21	13
16	4
2	38
11	47
1	44
10	36
12	47
17	36
3	40
12	38
20	33
6	32
1	47
15	42
23	36
7	40
8	34
13	38
12	42
7	44
13	30
21	44
20	47
18	30
24	40
5	37
10	36
16	36
12	37
10	49
23	49
11	38
36	11
47	22
28	25
44	24
44	24
50	34
48	16
39	11
49	29
43	29
46	40
30	25
41	28
32	31
27	24
42	18
46	19
26	24
32	23
28	30
37	37
36	22
48	38
31	22
33	27
26	27
29	19
26	23
34	21
47	12
43	17
36	39
29	18
39	12
46	14
34	24
40	14
47	21
33	27
41	33
25	25
