25	25
10	4
1	3
4	18
17	9
3	10
21	20
17	20
3	21
25	1
15	8
2	20
19	8
17	6
3	2
12	6
9	2
7	9
2	18
1	9
12	18
6	12
19	8
4	12
9	7
20	19
9	7
12	15
25	13
25	20
20	8
15	43
16	45
8	35
14	45
7	46
25	35
5	45
17	30
2	45
21	44
14	44
19	38
6	44
14	43
21	34
4	42
12	38
2	40
17	46
11	32
25	40
15	44
4	45
18	46
10	48
20	46
23	49
9	32
8	36
17	47
36	33
36	12
34	13
31	31
35	11
49	25
49	29
38	36
34	14
34	26
42	32
31	34
36	12
27	12
30	18
38	16
50	12
32	18
50	27
40	22
39	36
40	27
37	27
42	11
26	22
33	19
49	22
49	28
44	23
27	37
49	29
47	21
45	28
38	35
43	17
33	20
34	12
31	13
33	15
46	16
25	25
