15	77
55	2
52	74
99	88
74	65
82	92
26	31
57	21
46	51
68	63
57	30
16	99
13	82
90	26
71	17
54	8
25	65
55	71
68	83
39	44
27	84
54	97
30	31
10	42
51	27
80	59
95	61
28	29
67	23
14	16
90	63
95	84
5	96
63	3
32	30
22	12
25	28
70	10
83	73
72	30
66	39
86	75
75	58
56	67
44	72
96	88
95	53
1	73
20	99
15	11
31	80
71	46
31	33
49	5
81	92
58	65
77	55
6	74
30	54
30	42
75	55
85	21
77	37
45	81
77	83
16	13
40	30
26	52
50	13
70	64
12	55
1	79
10	21
24	26
80	7
98	38
35	74
95	95
19	95
16	67
22	32
34	26
28	2
42	91
24	60
83	68
51	53
45	60
32	62
93	1
39	5
23	93
38	11
7	94
92	33
18	45
42	9
2	74
52	48
89	77
38	46
15	77
