73	72
26	40
34	96
70	29
90	13
96	19
9	0
83	96
28	98
80	37
86	48
66	58
31	56
10	34
34	79
81	98
43	74
58	97
86	96
6	11
80	90
54	99
42	67
40	98
60	99
74	36
28	35
67	65
96	68
86	95
29	45
83	36
55	68
59	15
69	73
94	83
78	18
36	78
66	85
59	65
56	34
72	2
43	89
17	77
81	5
25	47
3	13
57	20
47	66
20	38
70	94
64	71
25	95
70	98
86	70
20	79
88	17
61	95
75	99
70	62
11	18
1	95
68	76
53	24
23	81
25	40
92	74
91	82
30	25
73	27
20	91
43	5
94	62
21	2
84	10
18	64
77	60
78	72
49	78
62	0
52	30
50	25
52	85
88	100
65	13
57	61
3	67
89	83
74	88
20	40
47	20
96	6
35	88
11	39
90	17
15	79
69	32
58	22
85	49
10	86
70	66
73	72
