93	42
46	21
75	96
76	96
30	62
56	93
16	2
62	40
40	72
33	56
75	3
84	36
76	56
90	96
10	52
91	92
51	90
65	87
43	76
32	80
86	78
33	54
46	10
45	68
38	89
78	58
96	42
12	55
73	17
27	94
81	81
74	25
17	48
48	97
84	27
8	15
59	35
7	64
12	57
71	84
21	98
96	86
3	25
3	10
90	23
13	96
85	74
90	87
12	83
10	23
4	58
98	43
47	67
4	66
10	79
56	63
92	21
49	79
9	38
20	34
58	8
70	60
74	93
78	91
19	69
61	67
22	32
36	84
13	8
43	33
51	67
59	58
16	82
91	1
42	22
68	36
72	9
12	72
19	53
14	28
87	81
98	59
75	67
100	38
85	98
32	61
65	61
77	99
27	8
65	46
47	69
94	5
95	66
42	44
5	24
16	68
34	97
10	57
15	32
3	81
58	77
93	42
