4	10
60	39
82	67
51	2
21	43
10	62
40	80
78	45
49	4
46	28
28	21
23	43
52	34
60	16
46	5
12	2
46	73
60	23
44	49
75	87
91	97
57	93
46	19
15	99
39	65
24	55
30	78
44	78
47	84
7	78
70	62
80	6
53	80
4	33
47	52
8	31
15	85
11	70
13	75
1	97
10	35
17	10
28	99
4	94
95	84
79	42
51	61
83	11
36	24
44	42
94	90
34	10
96	26
44	0
49	50
56	10
81	83
46	56
61	0
83	80
56	77
70	53
78	57
86	49
22	50
70	4
56	78
28	25
51	89
71	66
26	50
89	32
86	29
71	33
29	100
51	51
7	60
15	33
8	7
43	81
54	54
15	46
66	37
53	8
14	98
45	31
83	83
0	90
77	48
96	62
1	19
67	53
39	84
87	85
63	70
100	96
88	88
49	79
26	91
67	16
36	30
4	10
