65	82
14	79
18	0
98	0
70	100
48	73
84	57
79	63
82	16
84	78
31	39
34	72
11	19
12	64
14	86
48	45
82	12
84	90
40	30
50	39
10	92
85	62
83	73
65	72
36	35
83	11
50	80
45	58
35	90
26	88
13	84
46	50
67	97
10	59
0	6
80	100
14	8
10	23
58	80
24	29
59	21
65	38
67	2
90	12
43	33
39	61
23	78
63	71
74	0
31	99
84	99
97	83
2	9
57	77
72	14
72	4
61	64
88	9
49	28
22	1
65	90
57	91
41	5
14	93
72	37
24	3
40	85
99	19
12	12
1	24
53	13
19	97
71	6
49	56
28	87
84	17
44	51
26	67
28	6
1	31
48	77
7	40
85	43
74	64
94	87
60	40
97	20
64	34
31	43
88	88
2	8
12	83
40	65
32	55
12	24
20	25
1	42
40	58
99	54
4	7
17	57
65	82
