70	58
90	1
31	59
39	98
0	63
7	2
13	23
11	93
63	5
69	25
25	28
40	3
81	95
8	51
85	22
53	9
32	34
15	48
69	52
8	55
17	24
79	55
48	31
68	43
75	8
84	82
96	34
27	37
72	12
77	19
54	96
6	81
49	3
89	64
56	31
11	28
29	64
25	56
25	53
53	84
90	71
13	26
23	20
27	62
100	95
19	54
69	84
55	50
16	4
21	49
15	56
98	91
41	90
45	32
89	82
21	77
49	96
71	35
98	36
24	51
65	67
90	10
96	15
39	28
19	5
32	58
8	62
86	21
50	40
54	63
25	85
91	88
83	14
90	39
55	4
67	84
58	79
64	92
41	96
60	31
34	99
64	97
40	63
56	96
43	78
83	81
60	9
49	83
15	85
17	22
67	30
70	41
63	10
28	61
51	12
87	80
29	12
70	27
54	52
57	100
96	97
70	58
