71	80
92	58
48	95
23	29
5	36
83	25
83	5
53	24
56	17
33	27
45	60
38	100
78	45
10	49
4	69
92	93
49	45
93	6
53	33
67	79
37	21
25	91
63	82
38	28
37	62
19	38
99	29
48	74
72	40
41	95
98	34
13	92
47	38
43	6
10	78
89	93
76	79
64	18
1	57
10	28
63	75
97	86
19	80
76	7
52	82
8	98
26	88
11	25
36	71
29	14
82	74
85	11
29	16
7	12
5	30
93	78
99	83
13	50
86	95
99	90
70	41
26	41
63	19
44	48
78	85
60	37
68	42
15	77
92	67
75	31
25	81
76	32
3	39
32	66
21	35
61	18
69	17
23	59
31	97
34	18
24	48
56	37
11	82
6	36
53	93
7	89
49	66
14	51
22	25
32	22
86	38
72	88
81	35
46	40
88	66
70	95
19	54
53	28
93	71
48	36
90	85
71	80
