78	73
60	78
46	34
56	97
14	21
48	94
14	7
51	67
87	29
13	28
53	96
62	94
22	62
36	100
0	17
78	18
0	77
33	95
1	15
11	63
61	26
55	56
45	67
85	84
61	62
53	85
60	4
81	25
5	67
10	55
65	37
47	91
28	87
27	41
94	2
73	29
50	79
82	55
74	14
20	26
85	78
42	3
71	34
25	13
21	62
43	45
96	52
53	93
55	46
31	74
75	76
25	67
91	78
66	5
79	39
1	82
10	50
87	79
19	17
24	93
88	21
41	73
4	57
36	28
88	55
74	31
58	20
44	75
10	72
84	2
2	41
61	74
3	2
39	91
100	88
98	30
39	68
52	24
63	49
25	32
54	65
26	29
21	21
95	82
48	62
54	17
51	18
28	48
45	14
87	91
76	85
58	16
22	84
63	59
15	30
42	64
92	80
97	59
10	68
34	45
61	5
78	73
