97	72
87	33
39	83
36	61
80	52
62	50
96	96
30	20
42	54
55	76
98	71
17	88
77	63
22	10
50	84
79	65
36	45
88	4
9	23
86	56
81	5
73	89
11	98
49	95
91	59
81	9
64	69
45	91
33	15
48	71
98	86
91	84
100	69
57	5
87	39
97	7
7	17
11	40
21	24
66	74
50	70
74	89
51	20
65	66
29	90
70	48
91	80
58	40
33	36
44	7
84	28
100	44
86	24
92	75
34	79
89	50
60	92
42	14
89	61
93	94
41	88
12	91
4	60
25	30
71	66
18	37
50	67
91	3
40	90
49	20
96	46
94	23
51	59
10	36
48	6
6	62
34	38
16	2
55	98
98	55
39	5
59	71
73	10
32	21
80	7
32	55
95	86
23	94
44	32
18	60
38	49
52	60
64	96
38	37
3	45
53	16
54	29
66	42
86	90
53	41
6	95
97	72
